ds,max_temp_c,rainfall_mm,is_holiday,google_dengue_searches,er_trauma_admissions,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2022-03-01,22.633394112767323,0.4121475598743505,1,16.717026423599087,1.3663122727779116,59,45,39,14,6,4,8,2
2022-03-02,22.083926788193338,0.8824593381834336,0,10.90381658180593,2.011373120117823,81,62,61,22,8,6,13,2
2022-03-03,21.367331844805385,0.130001577897777,0,11.089104557332785,3.7464645583221854,80,62,58,25,8,6,13,2
2022-03-04,20.728854499618443,1.6506168048459648,0,12.638659257028891,0.3649135736547543,69,53,50,22,7,5,12,2
2022-03-05,21.413027690904805,0.25188128209500116,0,8.78231548565279,3.297734975463198,64,52,50,18,7,5,10,2
2022-03-06,22.973358029630578,1.8061950140986194,0,13.60398246967808,3.580068204664218,74,52,51,18,7,6,11,2
2022-03-07,23.870975424187844,1.7284612045231142,0,2.169625151328314,3.269606849628757,88,66,60,24,7,7,13,2
2022-03-08,23.633786960704416,0.9291655288784921,0,19.225584847347726,3.803348190837778,88,69,57,24,8,6,13,3
2022-03-09,21.708192067505973,1.4887364086079813,0,15.003096475898435,0.8908430801141914,82,66,61,24,8,7,12,3
2022-03-10,21.18623429787161,1.2388901476363066,0,12.623484080180138,2.935516775315187,81,61,55,23,8,7,13,3
2022-03-11,22.55782816212558,1.6061512846754897,0,6.326441140189614,4.705724736019399,69,60,49,20,7,6,10,2
2022-03-12,20.761839757471595,0.8636102015718241,0,3.2191097491345833,3.0539213490226884,76,62,51,20,7,6,12,2
2022-03-13,22.968997484544925,1.5716169684887,0,8.186859276578893,3.0566817347647652,74,54,51,20,6,5,12,2
2022-03-14,22.61595703074221,0.9249136341302959,0,13.231534811481168,3.682198210566345,81,66,56,24,8,7,13,3
2022-03-15,22.417397275314013,1.8819315756855877,0,12.67419486846222,1.6660211606292952,89,67,59,23,8,6,13,3
2022-03-16,21.410713662216732,0.9727442016502952,0,7.65282310131143,3.502379506607703,90,64,59,23,8,6,13,3
2022-03-17,23.643072434333046,0.9252385438674591,0,12.265727876662595,4.581169166566076,89,71,57,23,8,6,13,3
2022-03-18,22.722862972008635,1.5701437231270254,0,16.27496591135095,0.05447736512671497,74,58,52,23,8,6,11,2
2022-03-19,22.21373698186693,1.643155383521676,0,0.5256954467521413,4.350565205544327,66,52,45,17,6,5,10,2
2022-03-20,20.641442176368535,1.1089782286423415,0,9.012420958605514,1.0930916562942956,74,59,51,22,7,6,12,2
2022-03-21,23.61816208604759,0.3595956269901508,0,15.17110456933582,2.279616368501876,79,66,60,21,7,7,12,2
2022-03-22,25.551784112261068,0.935516461915159,0,10.922889409267544,4.261739004763189,85,67,54,25,8,7,12,3
2022-03-23,25.576490513396607,1.9361450058193568,0,13.0295217585814,4.119560637283145,84,69,62,23,8,7,14,3
2022-03-24,23.595636873806093,1.5059723860783703,0,10.33352785210684,4.459637390630279,81,63,59,24,8,7,13,3
2022-03-25,23.589785205100213,1.6223252077582644,0,19.83749089364622,4.7020839631626306,75,56,51,19,7,5,11,2
2022-03-26,24.801756693163846,0.06565099763848026,0,1.0924307297807645,2.2357847838587928,75,60,50,20,7,6,11,2
2022-03-27,23.477261429135513,0.9357189252683198,0,9.820896435447546,3.2818190540050347,69,55,51,20,6,5,10,2
2022-03-28,24.92174018443647,1.2932422673151107,0,1.8283309822903537,1.9523922026305334,82,68,59,25,8,7,12,3
2022-03-29,25.53192420472919,1.6600653672561494,0,3.1957112422714085,1.7535835874608292,84,69,57,23,8,7,14,3
2022-03-30,26.140223785363265,0.09854730716554294,0,7.660767008365237,2.1579770529883473,80,61,58,24,8,6,13,3
2022-03-31,24.962090421920276,1.7048777712837462,0,3.110801830009746,3.71538067391338,83,67,58,24,8,6,12,3
2022-04-01,25.00898784866515,105.09843036178066,0,19.273743319133022,26.670012062580746,79,56,46,20,7,6,12,2
2022-04-02,24.48651470421493,0.39462794115211985,0,18.935795534503182,4.0702983722417105,117,91,78,31,11,9,18,4
2022-04-03,24.69082622855603,0.6345104328994,0,6.7221929244120755,3.7260923859807793,70,57,53,21,7,6,12,2
2022-04-04,25.44576518259416,0.5638591035031215,0,12.79495424075359,0.10239230562199664,82,72,57,23,8,6,13,3
2022-04-05,26.195429480693008,1.0617180685769516,0,10.675066411875722,3.151190785530808,80,62,53,23,8,6,12,3
2022-04-06,26.898704734173517,0.10337135982226364,0,16.31173961031537,2.1828556165429553,81,64,58,24,8,6,13,3
2022-04-07,25.340186986883584,0.31707231699984706,0,12.548912196338843,2.283144945755708,77,65,56,23,8,6,14,2
2022-04-08,27.795443140052793,1.6253860867515648,0,81.27751567723777,4.091865269349474,73,55,49,20,7,5,11,2
2022-04-09,26.192115177193717,0.2652079814936221,0,15.263487712194777,2.738039930423384,75,60,49,21,7,6,11,2
2022-04-10,26.60340370971043,0.46679253891625394,0,14.936962425922362,4.428109117294736,73,56,49,21,6,6,11,2
2022-04-11,26.040091703928532,0.9067412112083146,0,10.19445411132962,3.564027961958452,89,74,61,24,8,7,14,3
2022-04-12,24.526547493164166,1.034241776226661,0,18.058379464661076,2.764200043820264,121,93,85,34,11,9,19,4
2022-04-13,27.99922106755496,1.5272209592283172,0,18.168924113808032,3.772689880755519,118,92,86,34,11,9,19,4
2022-04-14,28.017262321751378,0.8946648533323756,1,10.478233534087945,0.1917452546270365,63,46,42,18,5,5,10,2
2022-04-15,27.165139491719916,1.5797292420710776,1,12.159764623930753,0.13541827414103869,92,67,65,26,8,7,13,3
2022-04-16,27.680263057165373,1.236692614090915,0,19.930441438493446,0.4167466346042603,65,52,46,19,6,5,10,2
2022-04-17,28.296724087662444,0.2261994788476449,0,5.97640469622835,2.1878266257357133,64,53,49,18,7,5,10,2
2022-04-18,26.386409144427265,0.31266287678567717,0,6.492344846229548,1.1772507281347155,80,65,62,22,8,6,13,3
2022-04-19,27.58868022422126,0.8740674508995416,0,3.655478053269927,4.921306472078923,79,62,57,24,8,7,12,3
2022-04-20,29.08133323780705,0.7937787861780792,0,17.91733878315736,2.7114506950568344,89,66,58,25,8,7,14,3
2022-04-21,27.20262237018794,1.4870885392745892,0,14.889767798985325,3.3120787304057924,78,64,59,25,8,7,14,3
2022-04-22,28.92077021103398,1.1614742795947037,0,2.112856977404838,1.3941006812334833,74,59,49,18,7,5,11,2
2022-04-23,27.441337746383066,0.7762661620044986,0,19.635347023959312,1.6089845429380438,72,57,47,20,7,5,10,2
2022-04-24,29.43541300795918,0.34152056690077126,0,14.619234163222321,1.6773095707057795,64,54,53,19,6,5,11,2
2022-04-25,29.104710530328052,0.4536742046509903,0,17.01044219209949,3.493678525751503,80,61,55,23,8,6,13,2
2022-04-26,27.69684391607129,1.151002036938118,0,0.9630157834640185,2.3685310384465423,86,66,60,23,8,6,14,3
2022-04-27,30.648542682224633,0.8468776097995849,0,10.099218378843354,2.588418262650372,84,70,56,24,8,6,13,3
2022-04-28,28.921192306974493,1.0298550177213441,0,13.971965734540785,2.9600149107967266,86,68,58,24,8,7,14,3
2022-04-29,29.017614001427273,0.34135487060446734,0,10.858931691436826,3.844058281191085,72,57,52,19,6,6,12,2
2022-04-30,30.200569197230944,1.3258125046891316,0,13.33294931398555,0.4518487425623907,78,59,52,21,7,6,11,2
2022-05-01,31.32077091098706,1.705077481711934,0,16.35748127180945,3.884369561094108,102,83,71,29,9,8,16,3
2022-05-02,29.328394297249062,0.5158790135738012,0,7.486741259203924,2.8161753443758992,84,64,59,24,9,7,14,3
2022-05-03,30.577876522080512,0.9830284516636532,1,16.973373512374195,3.345477224276286,57,45,42,18,6,5,9,2
2022-05-04,31.11684076835377,1.9510546580418036,0,3.2583220953058145,1.63775882420381,88,65,63,24,8,7,13,3
2022-05-05,31.55275359463761,0.6664834811014553,0,5.417721100527495,2.0469341840822457,83,65,55,21,8,7,13,3
2022-05-06,31.207458529751573,1.1900926898475224,0,0.8669123985465155,1.1558290982696011,73,55,53,20,6,6,10,2
2022-05-07,30.835052609910203,0.18039140040048873,0,7.288536226705022,4.896499987087026,71,55,51,19,6,5,11,2
2022-05-08,30.54519750048393,1.2120300049588864,0,7.598190896482406,2.4850148625515835,69,57,56,21,7,5,12,2
2022-05-09,31.629232089689186,0.17926354660923582,0,16.10541194414502,4.9803845789829895,81,68,59,24,8,6,13,3
2022-05-10,30.64079242982917,1.918470870647644,0,13.062613405793119,2.4489298903063315,86,68,64,23,9,7,14,3
2022-05-11,28.960916614937837,1.4313253041446228,0,8.734451163113333,1.0987563219203367,82,67,56,23,8,7,14,2
2022-05-12,32.48760480284386,1.5763195762714128,0,13.042279572474964,2.5372619836842834,81,66,55,22,7,7,12,3
2022-05-13,33.12314997112785,1.4082087215432737,0,1.0556670103138233,0.197977858995389,75,58,51,19,6,5,11,2
2022-05-14,30.02379522451766,1.1794580721529315,0,3.6054307203675218,4.523849007109757,106,80,72,28,10,7,15,3
2022-05-15,31.543802246451932,0.8998255621710107,0,12.5389571048351,4.092751255972206,74,60,52,21,7,6,11,2
2022-05-16,33.33873583634625,1.7167467595221249,1,12.827336384506046,3.6291026034714235,62,52,38,18,6,5,10,2
2022-05-17,34.94231979851779,1.913671335086126,0,15.482693174148544,3.0491335772123,84,68,59,23,8,6,13,3
2022-05-18,33.0700059542383,0.9980723458081626,0,8.059995181072043,2.8991711683518155,86,64,57,24,8,6,13,3
2022-05-19,32.48469367569451,1.863070098310524,0,14.451081932323124,4.983641070397314,86,67,60,24,8,6,13,3
2022-05-20,33.1923325548363,1.166665819977035,0,13.679606651203787,1.3899871700996895,79,58,52,22,7,6,12,2
2022-05-21,34.911637640911906,1.0767683737928664,0,19.26786756739698,3.8984218268278896,72,48,47,19,6,6,12,2
2022-05-22,33.0512812497822,0.9089654659107134,0,4.302604528493584,2.907023851068287,67,58,57,20,7,6,12,2
2022-05-23,33.05744205578582,0.4185755230602397,0,11.033591275052789,4.879402718794426,85,66,61,22,8,7,13,3
2022-05-24,33.5321363698777,0.007439321636118379,0,12.035288842209386,4.139015916491262,93,71,64,24,8,7,14,3
2022-05-25,33.218607417864455,0.48301245371212254,0,19.972957698684414,4.992625564947963,86,65,66,23,8,7,13,3
2022-05-26,34.45042624149911,1.0194463432071303,0,4.0236828433330345,2.9416249723122316,93,65,63,27,8,7,14,3
2022-05-27,36.10697187587367,0.7599199045195051,0,10.464360399345844,1.0227197877246752,71,56,48,19,7,6,11,2
2022-05-28,34.95858198214454,0.8969704560052676,0,6.923706154272777,2.518435178473669,70,54,46,20,6,5,11,2
2022-05-29,34.53498489903159,1.9612964391280991,0,10.517859371579997,3.555555670252873,68,55,52,21,7,5,11,2
2022-05-30,34.64594423268423,0.7005447413386552,0,4.642572042062119,3.8718019309079406,83,67,55,24,8,7,14,3
2022-05-31,33.52351862982438,0.9043658787202158,0,0.9522475685497622,0.0025499450797178413,89,64,60,24,8,7,13,3
2022-06-01,36.11726585080267,6.232362319110411,0,11.451309077953777,2.5251354425114703,83,61,51,21,7,6,11,2
2022-06-02,35.30221451837019,14.657192628638631,0,6.717086317216642,1.1761728998532328,85,64,59,23,8,7,14,3
2022-06-03,35.34387321808557,13.836829801518014,0,3.638828034968673,4.374559166273942,65,56,50,21,7,5,10,2
2022-06-04,38.86012513075604,12.890830384178807,0,6.4787113215606755,0.7645272202511427,75,59,53,21,6,6,12,2
2022-06-05,36.10675564290369,17.27549406672275,0,0.9856040289548984,3.332281247874167,73,52,50,19,6,5,11,2
2022-06-06,35.195475819512446,13.01833955778928,0,19.008844681802067,1.3303109516246243,92,71,64,25,8,6,14,3
2022-06-07,35.65841110494572,9.806447961702299,0,11.622958299465209,1.7827107160713611,82,63,57,23,7,6,14,3
2022-06-08,37.36891319360543,12.736738727215023,0,16.295373626940496,4.702796303784224,78,66,64,23,7,7,13,3
2022-06-09,36.46759341943954,29.372606820255875,0,8.462363950954607,1.2022406270403974,91,68,62,25,8,7,14,3
2022-06-10,35.04801763203245,15.277835424871215,0,18.066293351323715,32.14166065817952,68,57,50,19,7,5,11,2
2022-06-11,37.53557511699798,16.117819421458393,0,9.666364431045068,22.791508429088623,128,96,85,34,12,10,21,4
2022-06-12,36.07629210279046,19.413624748778503,0,11.478906444013388,2.523075550497311,109,84,79,30,10,8,17,3
2022-06-13,38.74382544845422,29.583519210355664,0,9.835879601253136,3.20855741142144,82,65,61,24,8,7,13,3
2022-06-14,38.07463133623112,11.040031910894076,0,14.665565917353032,1.636468217854436,86,67,63,23,8,7,13,3
2022-06-15,36.66924432715899,22.032052763310844,0,11.333121552041248,3.451298708965404,87,67,58,23,8,7,11,3
2022-06-16,38.517456744694236,22.899617338543102,0,99.96606311467917,0.305168592866189,86,69,57,24,7,6,14,3
2022-06-17,37.42202574016726,20.183110419826647,0,2.910790626452926,26.23402200297002,64,52,48,18,7,5,11,2
2022-06-18,38.322494552087775,7.214458490916102,0,12.122487777659554,4.082836048696189,109,92,75,31,11,9,18,3
2022-06-19,38.0677909020801,21.92180689568941,0,9.783599230940725,4.927481356960428,72,60,51,19,7,5,10,2
2022-06-20,36.84779161384851,6.602367775904387,0,93.22054116468735,4.682524904509227,88,67,62,24,8,7,13,3
2022-06-21,37.15940867839029,19.903566238747423,0,7.912349315865368,1.7809858195946404,91,65,67,24,8,7,14,3
2022-06-22,38.939417385148936,23.489529430543566,0,96.95848324556822,1.9963769200778858,80,63,58,23,8,7,14,3
2022-06-23,37.678835549640226,10.274247265498762,0,95.03652776852506,3.7298242373912975,134,100,89,34,12,10,20,4
2022-06-24,37.71174212683161,26.04055018856935,0,88.9937934673868,21.988231686573116,70,58,51,21,7,6,12,2
2022-06-25,37.25964295367479,5.758845138325107,0,6.9699069649200585,1.5700735512241741,114,86,71,30,10,8,16,3
2022-06-26,38.735305329251545,26.09532159145765,0,93.76569340736016,0.5927046848782414,76,51,49,19,7,5,11,2
2022-06-27,40.46870897558793,16.508226266069126,0,12.968478635431575,2.274432245364157,127,96,88,35,12,10,19,4
2022-06-28,37.43063800102101,10.439698498291111,0,5.799166436075735,2.7600213994265883,79,62,56,23,8,6,14,3
2022-06-29,38.61185903943079,8.3444536248492,0,92.90194891285307,1.0558023498137619,130,97,87,35,12,10,20,4
2022-06-30,40.0867841027114,28.832679189559315,0,9.865871611253848,0.133158434570525,126,96,87,35,12,10,20,4
2022-07-01,38.679275660196716,6.816639689528918,0,92.87884610671821,3.5967791587526152,108,87,78,32,10,9,17,3
2022-07-02,39.293046895683375,9.97733549839814,0,19.531746784007687,0.10002582213084255,75,59,50,19,7,6,11,2
2022-07-03,37.85741993644861,13.69555868582615,0,94.38393121027309,4.867013044641781,110,84,75,31,11,9,17,4
2022-07-04,39.424615793730084,20.505871224028013,0,7.170653667396878,1.1080362837119773,87,66,62,24,9,7,13,3
2022-07-05,38.88299386302181,18.62002713190246,0,2.811582573261646,3.3195004605814553,82,59,58,25,7,7,13,2
2022-07-06,40.1270098775332,8.14108731030785,0,6.513334645561882,2.173758631199946,129,102,91,37,12,10,20,4
2022-07-07,40.3970989287311,12.243199593455365,0,88.98963930370856,0.298369301685536,91,63,57,22,8,6,13,3
2022-07-08,41.864980477810576,10.968794277150602,0,0.41535773420782407,2.360918033172337,146,118,104,39,14,11,23,5
2022-07-09,39.918005461442824,10.338571362258534,0,7.910442725028384,2.583803171483998,73,56,49,20,7,6,9,2
2022-07-10,39.72435689600112,15.278608411999675,1,18.82039645394468,4.273416040464342,92,70,61,28,7,7,14,3
2022-07-11,39.65034817584876,22.60078631479142,0,91.81310453217282,3.6617453482394895,89,66,63,24,8,7,13,3
2022-07-12,39.157398870140845,10.436323305430898,0,10.22885667835246,0.3965123737669318,88,63,61,24,8,7,13,3
2022-07-13,39.900832109380744,14.166971992574535,0,11.304527623416615,1.0458134171613254,84,59,56,23,7,6,13,2
2022-07-14,39.315896428583976,14.772935671029057,0,0.11866993492112954,1.5594384210747387,128,96,85,35,12,10,19,4
2022-07-15,39.82586035281816,29.411413235885256,0,4.3100231166753105,33.041886542606065,71,52,47,17,7,6,11,2
2022-07-16,41.01823675412303,28.866658921976722,0,0.4954825386876749,27.060368264606687,127,95,92,36,12,10,20,4
2022-07-17,38.734461986444565,25.003439568801898,0,15.090790653907751,4.921545954312678,116,90,77,32,11,9,18,4
2022-07-18,40.918361976185615,11.041473020479629,0,84.9936212867865,2.573063956188808,131,105,92,38,12,10,22,4
2022-07-19,41.13017977005595,6.700932852291742,0,17.380942049536337,3.7094108416158464,85,64,59,23,8,7,13,3
2022-07-20,39.72666964052984,12.92260344301562,0,12.866486273515765,3.4146889884967306,88,72,61,24,8,6,13,3
2022-07-21,37.751639524931264,11.669863735845771,0,4.588373530314267,4.24955717546069,88,62,57,25,8,6,14,3
2022-07-22,39.2915029637791,17.64814500365985,0,97.52704226054384,29.438002361744914,76,58,52,22,7,6,12,2
2022-07-23,41.21921664074043,24.443197751694825,0,88.87589681959457,27.146686044407428,120,92,80,34,11,9,19,4
2022-07-24,39.91931100664064,26.45807347197145,0,85.69817246083531,4.406776201528747,116,88,81,32,11,10,18,4
2022-07-25,38.959887729176884,26.121602135262712,0,14.367204378287632,0.8575491149012138,132,101,91,37,13,10,21,4
2022-07-26,39.46847480985333,13.991889030576694,0,6.970933032067553,1.7340110989400186,83,63,55,23,7,6,13,2
2022-07-27,40.82497423806019,22.180858586517072,0,11.747671905372943,4.850508821657807,83,64,60,22,8,6,13,3
2022-07-28,40.539233680598215,12.820854938105501,0,6.215233907448427,3.9039392298989624,90,68,61,24,8,6,14,3
2022-07-29,39.75875292062921,6.522638580879567,0,19.98299133557318,1.4129541626876618,123,89,84,31,11,9,19,3
2022-07-30,39.63308298554721,22.539131640073556,0,85.73094797107635,28.96523192041711,113,84,81,33,11,9,17,4
2022-07-31,39.60740843750355,5.245688814244696,0,99.44519603483421,2.021630614247394,167,126,117,45,15,13,26,5
2022-08-01,39.07305262237507,15.229564686462215,0,91.1703230632165,2.4498258816356495,84,64,55,24,8,7,12,3
2022-08-02,41.60417284531978,13.234481732551894,0,12.363045805191145,1.7758309569535424,91,65,61,24,7,7,12,3
2022-08-03,39.65685113944258,22.33443846297131,0,97.77432189225493,1.396655092651703,83,64,58,22,7,7,13,2
2022-08-04,41.1837475383672,24.156136819009472,0,0.5772967891606151,3.3738152069570937,85,63,57,23,8,7,13,3
2022-08-05,41.47236916292943,12.602365899282095,0,7.901770447132657,3.8927090754305875,74,56,48,20,6,5,12,2
2022-08-06,40.930879390822106,25.290675361121338,0,98.82439057491315,32.67224078858215,115,90,84,33,11,9,19,4
2022-08-07,39.4795203272165,12.347919012623343,0,12.526021895477317,0.7766498365909402,205,162,141,58,19,16,32,6
2022-08-08,40.290505992660016,16.158158999664032,0,1.6791140614180322,4.114277618226203,130,96,89,37,11,9,19,4
2022-08-09,39.83528589324739,23.17546317535335,1,17.699872267900517,1.2740041223853176,61,47,48,18,5,5,10,2
2022-08-10,38.92556365906969,22.323005730619716,0,95.7887679763091,2.136681949550253,121,96,91,35,12,10,20,4
2022-08-11,40.120496198176504,29.684211807805,0,83.58706718529103,4.507218429246233,84,63,62,24,8,7,14,3
2022-08-12,38.58106571516388,10.629025605398297,0,5.941819375606416,2.2725180049130103,72,58,51,22,6,6,12,2
2022-08-13,40.908861354752176,21.557947838489557,0,99.67691845695092,26.153075079252986,152,116,107,41,14,12,23,5
2022-08-14,39.21476053294224,20.242047706894436,0,10.893761868679533,0.799343276185589,120,87,77,33,11,9,18,4
2022-08-15,39.83586514151433,27.87746136225075,1,9.828275092457634,2.364918833260669,59,43,39,16,5,4,8,2
2022-08-16,39.87046604141911,112.91068202941871,0,89.80956814416135,3.8133621198827705,90,63,63,25,8,6,13,3
2022-08-17,39.277904992600384,23.794954089673325,0,80.79611366444175,4.986025719871506,166,130,115,47,15,13,25,5
2022-08-18,40.07030960159699,19.20671540671921,0,95.26038795631335,3.9370431421545096,134,109,96,37,12,11,21,4
2022-08-19,38.95270777728168,11.866646744697636,1,3.5064335675719827,4.385059794714268,46,36,37,16,4,4,8,1
2022-08-20,40.24011076041156,16.860872853679354,0,92.62947134265501,30.7760941654754,118,94,86,34,11,9,18,4
2022-08-21,37.96125963013304,13.344414926744944,0,81.71328388093946,4.47717550378053,120,95,82,34,11,10,18,4
2022-08-22,39.369286801477344,19.48283506971152,0,98.9373479499193,0.38146771656956624,84,70,63,25,8,7,13,3
2022-08-23,41.11476525965222,27.225015270366647,0,85.83447774360722,4.649657994908227,131,99,87,36,12,10,19,4
2022-08-24,38.105714976336586,19.232624610305052,0,84.5292938335479,1.9820307686282805,127,104,95,37,12,10,21,4
2022-08-25,38.355813052722,20.793060458164604,0,1.5959409311891481,4.608071116402223,134,99,86,36,12,10,20,4
2022-08-26,39.47230075700801,17.968696177867734,0,17.031022340987345,30.273025100402712,80,57,53,21,7,6,12,2
2022-08-27,39.060155008234524,6.279137661136898,0,1.1109446697529202,3.5762147856056794,169,127,116,46,15,13,26,5
2022-08-28,39.150752139008915,10.821463921902357,0,2.9748301974299496,3.6784437433510226,115,91,78,32,11,9,19,4
2022-08-29,39.20625031724088,17.300043235802068,0,11.535794169944726,4.984554446488864,127,98,90,35,12,10,20,4
2022-08-30,39.26614274906088,12.755882093617618,0,89.49455570540967,3.844276353449069,133,102,89,39,12,10,20,4
2022-08-31,39.65292153945449,9.544089944029857,0,1.5250312869250693,1.9128685290780334,135,105,90,36,12,10,21,4
2022-09-01,38.86230923045915,17.603321047960957,0,91.19682191167983,2.786242758092727,84,65,59,20,8,7,13,2
2022-09-02,38.11799713956783,13.070244836196258,0,19.472152976013973,1.8327546908329513,69,58,51,20,7,6,12,2
2022-09-03,38.936115688441824,11.452691079335368,0,12.119003460154222,0.9800932265242907,75,58,49,20,7,5,11,2
2022-09-04,40.06526244935437,16.59963543600952,0,9.624869107536732,1.2425116375113676,75,53,46,18,6,5,11,2
2022-09-05,37.93216571682687,8.33210645205433,0,14.827899445594994,1.1100526713716046,82,64,60,22,8,6,13,3
2022-09-06,36.98729933315552,28.193643326885184,0,6.567147046544108,2.7440766508160648,128,97,88,35,12,10,20,4
2022-09-07,38.96357922007412,26.692552447980976,0,9.865288682102129,4.530803172659467,81,64,59,23,8,6,13,3
2022-09-08,37.62845924971681,22.69051464351338,0,18.323020536288027,4.563633130441988,132,101,95,38,12,10,21,4
2022-09-09,35.466216581891395,7.655345689711405,0,19.11310850483067,0.27381888762912754,78,60,50,21,7,6,12,2
2022-09-10,38.374089952470506,24.396931361742325,0,18.5413823210237,21.586029018896756,69,53,48,18,6,5,11,2
2022-09-11,36.87689192253204,25.198933202725474,0,5.2489613392768035,1.2255952858617176,105,87,75,31,10,8,16,3
2022-09-12,37.20504225856072,24.194115442858443,0,4.649380804335268,1.2752972623473746,82,66,56,23,7,6,13,3
2022-09-13,37.508749467328634,7.849147177981029,0,86.28629757449384,0.47444587619625556,82,62,59,21,7,6,12,3
2022-09-14,37.24633578085084,21.097698926694118,0,81.69339628550578,1.9423167058672024,81,65,58,22,8,6,12,2
2022-09-15,37.642264086008815,25.858119893734965,0,89.29076927048838,2.938626963456436,86,64,58,24,8,7,12,3
2022-09-16,36.37224772420032,19.433835030491693,0,7.484255914781159,24.169372356964775,67,59,50,19,7,5,11,2
2022-09-17,37.19374444031142,21.160184380702226,0,84.43327686174777,27.403661580082733,111,84,78,33,10,9,17,3
2022-09-18,36.292016894506936,16.459086985657656,0,84.39849096078748,1.693359624437486,118,87,83,33,10,9,19,4
2022-09-19,37.15935761325314,18.217682997101313,0,98.94454054693422,3.532278426582903,82,62,58,23,9,7,13,2
2022-09-20,36.9029956299714,5.859421458793131,0,16.28847134158304,4.132419704905357,131,100,94,36,13,10,20,4
2022-09-21,35.217407297588686,20.974075549332113,0,99.80931464123152,1.731371332387042,132,100,94,38,12,10,20,4
2022-09-22,37.10222274842425,7.03618032227898,0,96.1531920314956,0.42767679649730994,127,98,85,35,12,10,20,4
2022-09-23,35.341889077810684,15.875364858505584,0,15.787659213772587,31.51513149555919,69,55,44,19,6,5,10,2
2022-09-24,36.54578047732439,12.316377441685196,0,84.23963041598523,0.6868432728745139,170,135,120,46,15,13,25,5
2022-09-25,35.96317993750311,18.63569875529283,0,11.562813475242406,2.336793636135904,107,84,78,32,10,9,18,4
2022-09-26,37.290588062201635,8.335408388080177,0,1.0517372042875417,0.7796757565803913,132,103,90,35,12,10,19,4
2022-09-27,35.08383449924749,22.291085049332956,0,5.106276023425417,2.3142237882898864,81,62,59,22,7,6,12,3
2022-09-28,34.81130711404033,24.87528842321176,0,95.78147965763387,1.105014461623239,136,101,90,35,12,10,21,4
2022-09-29,34.99299852857003,9.083861243578912,0,17.18363780221352,3.6936555273120146,124,94,89,36,12,10,19,4
2022-09-30,34.559547288252624,7.607827183797054,0,18.33966794362805,0.13784120417922818,107,85,74,30,10,8,16,3
2022-10-01,35.51153697868069,0.2725011301839557,0,10.008389916701635,2.773731519159628,112,82,79,31,11,9,17,3
2022-10-02,32.942756326648,1.7751261436323826,1,10.909484654763952,0.8474413746002835,49,38,34,13,5,3,7,2
2022-10-03,33.35150542435859,0.941524784775206,0,16.66099262137982,0.004959322348135342,111,91,80,34,11,9,19,4
2022-10-04,33.18220047811635,1.7562303939714028,0,97.42340663921945,4.346000440324035,78,63,54,23,8,6,12,3
2022-10-05,35.04386718012979,1.1717042448663366,1,85.44495072740942,3.357638939070338,111,82,81,31,10,9,16,4
2022-10-06,35.64651613914659,1.3483842332300016,0,18.101680755219075,0.494714110252617,84,68,60,23,8,6,14,3
2022-10-07,33.67263043350217,1.6085223087569,0,15.798654421117602,3.320361838419278,108,81,70,28,10,8,16,3
2022-10-08,33.44831558410766,1.3183110892002687,0,18.18145052722589,3.0582366636879925,72,56,53,22,7,6,11,2
2022-10-09,33.526175289820515,0.7961096813578754,1,4.364941095623076,2.366783435216017,45,39,33,12,4,4,7,1
2022-10-10,34.45596312485349,1.027266767857302,0,10.487509733107135,2.09629049212807,87,65,56,24,7,7,14,3
2022-10-11,32.2037172751677,1.6060910493517597,0,16.849442571867158,4.435348814578674,135,101,91,35,12,10,19,4
2022-10-12,33.20549717546969,0.7473005927459684,0,2.222956549342179,1.2257400994872563,135,103,91,36,13,10,21,4
2022-10-13,33.777504381774584,0.7762429135369942,0,15.893243085879236,1.9915502850669164,87,64,61,25,7,6,14,3
2022-10-14,33.13774909721992,0.1913802321160023,0,3.6594676682973892,1.6455770644741363,77,56,51,20,7,6,11,2
2022-10-15,32.6598034214081,1.8291688704434954,0,16.162375099706423,3.856005145183168,68,53,48,20,7,6,11,2
2022-10-16,33.304102794873266,0.18207262989088346,0,12.240018751137363,4.582326531162697,78,54,52,21,7,5,12,2
2022-10-17,29.431976861398724,1.2964183548971118,0,3.864719829697343,4.248908493701152,84,69,64,25,9,7,14,3
2022-10-18,32.64460421746667,0.8263889576055954,0,9.467083586656022,3.9885196514988426,90,71,62,24,8,6,13,3
2022-10-19,31.1435901741282,0.8112387805108847,0,13.638103329215433,4.933949727850415,88,68,66,24,9,7,14,3
2022-10-20,29.797437232528715,1.3591036731453678,0,12.677058017670848,3.4857227520519256,94,70,65,25,8,7,14,3
2022-10-21,31.969194568723733,0.13418746525975744,0,8.544943924634087,3.7552689560676686,78,57,52,22,8,5,12,2
2022-10-22,32.66114031968877,1.1874115659028692,0,17.98733057841854,4.914012698525095,111,86,74,29,10,9,18,3
2022-10-23,30.97914155658926,1.5440635719447096,0,10.385268289756887,0.03495392699587041,78,59,53,21,7,6,12,2
2022-10-24,31.89824204537493,1.6564255157731884,1,10.117345970573767,3.1702418821818252,58,42,40,15,5,5,9,2
2022-10-25,32.38614305032328,0.3410607787875506,0,1.2450117988290854,3.694857659766448,87,69,58,25,8,6,13,3
