ds,max_temp_c,rainfall_mm,is_holiday,O_positive,A_positive,B_positive,AB_positive,O_negative,A_negative,B_negative,AB_negative
2021-11-11,30.521179129300158,1.042028478964713,0,39,33,34,13,4,6,2,2
2021-11-12,28.8094033164952,3.499900093680927,0,55,36,46,14,8,4,4,6
2021-11-13,28.441553739353864,0.5165897046667026,0,37,35,37,11,2,0,1,0
2021-11-14,31.693349762522097,1.4865090762982816,0,35,32,37,8,1,0,0,0
2021-11-15,25.91065678724755,3.280791890280041,0,59,57,43,9,6,3,2,2
2021-11-16,28.888552063427575,0.8722944802435189,0,54,45,39,19,4,3,2,1
2021-11-17,26.982955840435903,2.055616084638298,0,57,51,48,22,3,6,5,1
2021-11-18,27.243099735481213,0.5637488034635579,0,63,49,44,26,4,6,5,1
2021-11-19,29.60081372611773,0.23144906373806018,1,54,40,36,9,3,3,4,2
2021-11-20,27.39853420528157,3.163492044284742,0,36,25,34,13,2,2,1,0
2021-11-21,27.29951250605962,0.20843039558894402,0,43,24,23,8,4,0,0,0
2021-11-22,28.209111908054936,0.6332097191395866,0,51,37,48,10,2,1,3,2
2021-11-23,25.17653495275802,3.863552911813168,0,44,35,38,13,4,1,3,1
2021-11-24,24.07157726562645,0.8507314988758468,0,38,46,36,16,5,3,3,1
2021-11-25,23.505193768452983,7.227198873484936,0,53,37,35,5,6,6,1,2
2021-11-26,21.508219886163406,7.797654386165731,0,58,49,48,13,6,5,3,2
2021-11-27,29.400819183142005,0.6247038265092514,0,49,40,36,7,3,3,0,0
2021-11-28,22.930856197469733,0.08368299109032803,0,34,27,28,7,5,0,0,1
2021-11-29,24.545074618370702,2.4419889367714163,0,55,49,49,16,3,4,1,1
2021-11-30,24.28574949006363,1.1992645048696555,0,37,39,48,15,3,2,2,3
2021-12-01,25.30751291399887,0.21239471800396328,0,53,52,41,18,2,4,4,2
2021-12-02,26.179070039672087,2.458737257907183,0,52,35,49,7,8,4,4,1
2021-12-03,26.12505435261773,0.06334237628756041,0,44,35,39,10,5,5,4,3
2021-12-04,23.096122443818878,4.083469956118172,0,42,25,21,4,4,0,3,0
2021-12-05,23.787904049502444,0.29851457862861913,0,47,22,33,8,1,2,0,0
2021-12-06,24.54891926872737,0.2723540727896467,0,63,43,36,6,1,4,3,4
2021-12-07,23.34977174799963,0.3863742629858922,0,58,28,30,11,4,5,3,1
2021-12-08,26.927063006081642,6.4511141139538495,0,47,32,37,10,3,5,3,2
2021-12-09,24.561402770910867,2.362918691362175,0,56,44,38,18,5,4,2,1
2021-12-10,24.918192000008787,3.232638423355376,0,56,38,42,8,4,3,1,1
2021-12-11,24.645123895199493,1.0137833628572155,0,52,31,25,9,0,0,3,0
2021-12-12,25.53921362020049,0.8198884312148088,0,54,30,23,3,1,1,2,0
2021-12-13,23.429230848537642,0.5344103431841776,0,52,32,43,8,3,4,3,1
2021-12-14,20.35050000301653,1.3103469057261032,0,46,28,41,15,3,2,1,1
2021-12-15,23.622606766745665,1.6051596568068953,0,46,36,27,15,6,4,2,1
2021-12-16,21.401710671551466,1.9981213800191633,0,50,27,40,9,2,5,8,1
2021-12-17,21.53054652801453,0.5944374818532091,0,51,38,43,15,2,5,3,0
2021-12-18,23.646059762190102,5.938339636146342,0,36,37,32,3,2,3,2,0
2021-12-19,24.83768001496184,0.3720773089967923,0,25,30,29,9,2,0,4,0
2021-12-20,22.293702739801716,6.742491377287457,0,53,39,37,12,6,2,1,1
2021-12-21,22.761167474410783,0.029935159913430067,0,44,34,49,12,1,1,5,2
2021-12-22,25.442601251444323,1.312187211822761,0,57,33,37,16,3,3,3,0
2021-12-23,22.41670689576769,0.8110337332449147,0,82,61,55,21,4,12,2,2
2021-12-24,27.03798571390163,1.1924889532829366,0,59,58,44,16,11,4,4,3
2021-12-25,22.867477304023993,1.691033596750769,1,40,36,23,10,4,1,2,0
2021-12-26,18.119219687502003,1.1439456988604064,0,31,40,27,14,3,1,1,0
2021-12-27,23.054192668678432,1.071763343312391,0,58,46,39,6,1,2,2,0
2021-12-28,22.219095072267287,2.6389425188496762,0,50,42,39,11,3,3,4,0
2021-12-29,23.948084227666378,2.3159366845912546,0,45,49,37,15,3,7,3,2
2021-12-30,22.6292995154467,3.5827744614649766,0,47,53,32,13,6,2,4,1
2021-12-31,20.922965992297097,0.5752547645332876,0,46,43,27,13,3,2,5,0
2022-01-01,18.670830301126337,1.8808006414014076,0,34,23,26,5,0,0,3,0
2022-01-02,20.62356057807886,1.759892462657729,0,43,36,29,9,2,1,0,0
2022-01-03,19.26540106833455,0.9232387459093168,0,51,32,42,11,6,0,3,1
2022-01-04,19.732906799448394,1.3312879380415201,0,52,49,32,18,0,2,1,0
2022-01-05,22.001320548247282,0.7531202526331019,0,59,34,43,14,4,4,7,0
2022-01-06,24.096901786771877,0.3059396823564051,0,43,45,42,12,3,4,0,0
2022-01-07,21.48210374926617,0.4810912117742159,0,64,44,41,8,3,4,5,0
2022-01-08,18.239420412975317,0.2230112640964552,0,48,30,31,10,0,1,0,0
2022-01-09,21.461593902536073,2.2981460185783322,0,41,42,35,8,3,1,2,0
2022-01-10,22.90964717316959,2.1619026892733317,0,62,43,43,4,1,2,2,3
2022-01-11,19.243624225056777,6.015867684912928,0,47,53,39,14,4,0,2,2
2022-01-12,20.144787496781202,2.6162859363358093,0,44,45,23,8,4,1,4,1
2022-01-13,20.394670903816905,0.10689826202889414,0,45,42,36,12,7,2,4,0
2022-01-14,18.750825543594882,4.312561785933277,0,65,50,50,9,4,4,6,0
2022-01-15,21.5753789013971,3.9708121726483214,0,31,37,26,7,0,0,1,0
2022-01-16,19.997998196460752,1.171530573310459,0,38,38,17,15,1,0,0,1
2022-01-17,21.042927971359155,1.7631171280628453,0,51,32,48,10,4,5,2,1
2022-01-18,18.395750124595978,7.465941279284367,0,52,41,41,16,5,6,5,2
2022-01-19,19.265601899714873,1.5198750894735444,0,44,32,41,12,2,4,1,2
2022-01-20,21.557986813332136,4.71454361126975,0,60,46,33,6,3,1,1,2
2022-01-21,19.34319305588192,0.173380146993931,0,60,35,36,15,6,2,4,2
2022-01-22,23.521359209792667,0.42404095715143064,0,34,27,33,10,1,0,1,1
2022-01-23,19.249674517763818,1.1623350361264926,0,43,31,27,10,1,2,1,0
2022-01-24,20.48278043396207,1.7577818527564866,0,72,49,61,13,12,5,4,3
2022-01-25,21.88601005509226,3.3881172281456817,0,72,60,44,22,5,4,5,1
2022-01-26,17.174471378283602,8.889867292664828,1,56,40,48,13,7,8,2,2
2022-01-27,16.482919569164878,0.9848305987637376,0,54,32,44,11,5,0,2,0
2022-01-28,16.949520784312433,0.09715320984384136,0,55,46,29,7,4,2,3,1
2022-01-29,22.525260809492462,3.2306253028949765,0,34,33,29,13,1,2,0,0
2022-01-30,18.8985986884162,1.8546058840114144,0,35,25,33,9,1,0,0,1
2022-01-31,25.12389845893967,0.44264756337010075,0,50,43,39,12,0,3,2,2
2022-02-01,18.887150591129583,1.3657144350594823,0,50,43,39,12,5,5,3,4
2022-02-02,20.395852875312517,2.7119978394299302,0,51,48,39,11,8,1,1,2
2022-02-03,23.12502994366396,2.942935906523041,0,65,40,36,13,7,2,4,0
2022-02-04,24.070006707378724,1.3847685912563839,0,53,51,49,9,5,4,4,1
2022-02-05,24.200785059093473,0.7283043150242523,0,44,29,31,5,2,1,1,0
2022-02-06,22.517407510312754,7.279613481710974,0,38,30,32,7,3,2,0,0
2022-02-07,22.17463062768306,2.1774978496671413,0,57,36,44,7,6,3,3,0
2022-02-08,21.340315730881443,1.0492998794368806,0,49,33,39,13,6,1,1,2
2022-02-09,21.74365744961718,0.658295281944539,0,64,37,44,23,5,5,1,4
2022-02-10,19.119145152286364,2.6268536182506943,0,55,32,43,18,6,2,8,0
2022-02-11,18.622597681431184,0.5546278705724795,0,46,46,36,16,3,4,5,1
2022-02-12,20.292611866663023,0.37678386211819437,0,43,30,38,4,2,0,2,0
2022-02-13,20.002231378401596,1.5093384379572576,0,42,32,33,5,4,0,0,0
2022-02-14,19.48224606262244,0.6849451045303798,0,61,52,39,17,6,4,2,0
2022-02-15,21.830426628994374,1.9825951499868153,0,44,45,45,11,5,5,2,0
2022-02-16,22.400045254189486,0.2509873915427347,0,45,43,35,15,7,3,3,1
2022-02-17,20.72084989831227,2.128080330242484,0,58,50,49,8,3,5,0,1
2022-02-18,23.55649958269157,0.666186183129902,0,59,41,38,12,1,2,4,2
2022-02-19,18.378249483503737,0.0004859278957248739,0,35,20,21,12,2,3,2,0
2022-02-20,20.337264245648598,0.2714929629305895,0,43,30,23,5,1,2,1,0
2022-02-21,19.356642481628043,5.424579686447554,0,54,35,31,12,6,7,0,2
2022-02-22,17.125646884000545,4.040152343219403,0,53,44,43,10,7,2,2,0
2022-02-23,20.764500500288243,0.5321256748217935,0,52,54,45,10,3,10,6,1
2022-02-24,20.760196286711,3.0135090952069636,0,57,41,35,12,7,7,2,0
2022-02-25,24.107086021888776,1.8759052983457507,0,47,41,36,12,2,2,1,1
2022-02-26,22.420948269675918,7.07435804681319,0,45,39,33,6,1,0,1,0
2022-02-27,19.19270929989916,0.9355503387248366,0,50,34,37,15,7,2,1,4
2022-02-28,25.03362158537241,2.288018292099387,0,58,53,41,13,7,3,4,1
2022-03-01,23.854427808292677,0.13128780486388905,1,50,37,26,13,4,2,6,0
2022-03-02,22.666024491661954,1.0091813590360448,0,55,44,31,8,4,5,3,1
2022-03-03,21.14084774595555,6.6383683146564,0,50,30,51,13,2,4,1,1
2022-03-04,19.769415262894963,1.5486314995060804,0,63,47,44,10,1,4,4,1
2022-03-05,21.040820914833752,0.6790162899996898,0,32,39,29,12,3,2,2,0
2022-03-06,24.062106649334762,0.25628266314172243,0,48,43,26,4,2,1,1,0
2022-03-07,25.755561730122455,2.431607295024822,0,62,43,33,17,1,4,4,1
2022-03-08,25.177030488976605,2.0704641204774332,0,45,44,44,10,2,3,2,1
2022-03-09,21.2193426457197,0.9366140221653444,0,56,43,42,8,6,2,3,2
2022-03-10,20.0666168645826,6.0294775917777095,0,61,41,38,16,4,3,1,1
2022-03-11,22.698714409036786,0.0449060113914787,0,61,42,42,10,1,5,2,0
2022-03-12,18.993400391908743,0.7240178648825867,0,50,27,26,4,2,1,1,0
2022-03-13,23.29216519872971,5.078374773958418,0,54,32,28,10,1,3,1,0
2022-03-14,22.468354444443538,0.7740781449341289,0,46,36,31,8,5,2,3,1
2022-03-15,21.95136077344577,0.5813807426447019,0,52,51,40,7,9,3,2,1
2022-03-16,19.816010594949937,1.5280854788663294,0,44,34,40,11,4,4,4,5
2022-03-17,24.156672540902765,3.472290993947943,0,48,37,29,12,1,9,2,0
2022-03-18,22.19016213234672,0.21772608665753135,0,65,39,42,13,5,2,2,0
2022-03-19,21.043820146156644,5.730134808570107,0,38,36,27,11,2,2,1,0
2022-03-20,17.769179963086888,3.1702017620242358,0,41,32,21,10,4,0,3,0
2022-03-21,23.590647180996953,0.399953608313514,0,55,48,42,14,2,1,2,1
2022-03-22,27.32403570893081,2.4896448845548864,0,61,59,37,15,6,4,2,1
2022-03-23,27.23774972794448,0.9721317915308,0,66,38,44,13,5,4,4,1
2022-03-24,23.13854061721982,1.0293148383734967,0,58,42,36,18,5,4,1,1
2022-03-25,22.98757314473843,3.0583913026271987,0,49,50,42,12,8,1,1,1
2022-03-26,25.27053094923887,6.58207642691167,0,45,37,18,6,1,0,1,1
2022-03-27,22.47887598994722,0.27085122327241207,0,49,26,25,7,4,1,1,0
2022-03-28,25.223532084255936,1.0916287630888235,0,57,45,44,13,4,9,4,0
2022-03-29,26.29800448311388,1.3114777872735406,0,44,45,43,5,3,2,4,1
2022-03-30,27.36715700924757,0.9442094843326814,0,52,47,39,6,5,6,1,0
2022-03-31,24.861936345440323,0.9025651300129264,0,49,44,40,13,1,2,4,2
2022-04-01,24.805314098488182,0.10736844298925699,0,46,54,47,13,1,5,5,0
2022-04-02,23.60853211745837,2.3137880205266392,0,53,34,17,6,0,1,1,0
2022-04-03,23.863945874516173,1.1461625439330225,0,43,38,29,11,0,2,0,0
2022-04-04,25.219286290692633,0.4333137771587244,0,62,40,37,15,3,2,2,2
2022-04-05,26.562794987509186,3.386003231359892,0,55,56,45,11,6,3,7,1
2022-04-06,27.812289360406766,3.244648655065939,0,51,40,45,13,6,4,1,2
2022-04-07,24.53700803620324,1.3325884525785268,0,60,36,45,12,9,3,2,1
2022-04-08,29.288131709012315,0.7089280971052238,0,57,39,41,13,4,3,1,1
2022-04-09,25.92099157615115,2.032734497154017,0,49,34,17,9,2,2,2,0
2022-04-10,26.582036415361994,0.6797821284926737,0,41,25,24,5,0,2,1,0
2022-04-11,25.292880024780708,0.5383957397486957,0,52,40,45,15,3,5,2,2
2022-04-12,22.102307232891224,2.6224825299544556,0,64,51,52,11,2,3,3,6
2022-04-13,28.88326646391601,0.08232168659801814,0,75,59,71,23,9,6,10,4
2022-04-14,28.75410621884381,0.1991290697819499,1,66,45,46,13,5,3,5,4
2022-04-15,26.883811934601702,0.013622636950771426,1,45,40,36,12,2,2,1,1
2022-04-16,27.747253774390245,0.3319750207989092,0,49,27,32,4,1,1,0,0
2022-04-17,28.812663305366545,0.1429705399602393,0,44,35,19,11,0,0,1,0
2022-04-18,24.823863287540725,10.946469339574174,0,45,44,43,13,5,2,3,2
2022-04-19,27.059627546874967,0.6816312267526575,0,50,44,49,13,4,2,3,4
2022-04-20,29.87559791742888,0.32331627703812593,0,60,34,43,15,5,6,4,2
2022-04-21,25.94833294701869,0.5514971428440084,0,63,54,35,11,6,2,2,0
2022-04-22,29.21432814320061,5.501672356578116,0,58,43,37,9,7,4,3,0
2022-04-23,26.084755941759664,1.468606057541267,0,43,28,31,5,3,0,1,0
2022-04-24,29.901842990392705,0.9076877172093667,0,41,40,36,11,2,2,0,0
2022-04-25,29.069069048030567,4.133310596954659,0,58,50,41,22,6,4,3,0
2022-04-26,26.08171210016578,1.0050214786869378,0,69,40,41,13,1,3,4,0
2022-04-27,31.813282036681805,0.8159622511275055,0,55,54,41,10,3,5,1,2
2022-04-28,28.186600730176444,0.46457678276248454,0,55,44,47,12,3,3,0,0
2022-04-29,28.207361564412892,0.9489771798360367,0,57,38,43,10,2,4,1,2
2022-04-30,30.401138394461885,0.7615967654138027,0,48,35,31,7,1,0,0,0
2022-05-01,32.469408260415776,2.262088898568182,0,49,48,49,12,1,4,1,2
2022-05-02,28.312572478270663,0.6838054833956815,0,64,50,53,15,7,5,5,2
2022-05-03,30.63955637192848,1.7217108504576222,1,54,48,49,13,2,3,1,0
2022-05-04,31.545657268684344,0.1363267848396437,0,50,50,35,11,5,3,4,0
2022-05-05,32.24585920190076,0.4246277013126166,0,51,42,54,9,4,5,1,2
2022-05-06,31.3839000850288,1.0464890792303876,0,50,24,44,10,4,3,1,0
2022-05-07,30.468024770826883,5.527630766627263,0,44,21,27,7,2,1,1,0
2022-05-08,29.71760727983521,0.947226626938181,0,46,31,30,3,2,1,0,0
2022-05-09,31.71537597273556,2.1817294843269184,0,52,37,47,9,4,4,6,0
2022-05-10,29.56865341784356,0.588976289064671,0,48,38,45,15,3,0,4,0
2022-05-11,26.03956613144323,0.2717163686651884,0,63,41,38,9,6,7,1,2
2022-05-12,32.92416460700153,0.12063961172518307,0,52,43,51,15,7,4,4,1
2022-05-13,34.02708481221404,0.7288771448188887,0,37,31,37,9,6,5,2,1
2022-05-14,27.660862788975823,0.34314552950500454,0,52,42,35,13,6,4,4,2
2022-05-15,30.534071541741994,0.38234630894217964,0,50,38,36,14,5,5,2,0
2022-05-16,33.957890097351445,2.860570311868958,1,53,41,40,15,1,1,3,0
2022-05-17,36.99981526822949,0.03192966684168015,0,60,41,47,10,7,4,0,3
2022-05-18,33.09079966191371,1.6320318187266663,0,53,51,48,12,3,4,3,3
2022-05-19,31.756690734465376,0.9543348742035075,0,41,46,45,15,0,3,2,2
2022-05-20,33.009436113731454,1.4126674843575748,0,64,37,51,15,5,2,3,3
2022-05-21,36.286514060060085,1.654867372259187,0,36,32,29,4,1,2,1,0
2022-05-22,32.40531707065766,0.751912695180901,0,36,31,23,11,3,3,0,0
2022-05-23,32.25825004913556,0.6994237994029671,0,53,47,43,13,4,3,3,1
2022-05-24,33.049392847695664,2.644025616003339,0,51,41,41,8,5,7,1,2
2022-05-25,32.265278809605746,4.100184755771805,0,58,50,57,15,1,4,4,0
2022-05-26,34.573096557493905,0.42782664364689615,0,56,44,29,18,6,2,1,4
2022-05-27,37.73165033434323,0.20543637610914015,0,52,36,43,7,5,6,0,0
2022-05-28,35.281661255260566,4.561565137416504,0,31,20,24,10,4,0,0,0
2022-05-29,34.28263139690531,0.8612442077311706,0,38,33,27,7,0,2,0,1
2022-05-30,34.354132963768684,1.602879049271785,0,53,45,39,12,5,4,2,1
2022-05-31,31.960327821127727,0.8911470412022996,0,60,49,38,15,2,3,7,2
2022-06-01,37.00037562794982,9.722130920163305,0,47,38,33,18,1,7,3,3
2022-06-02,35.224377321357395,7.394997241840078,0,53,46,46,9,4,2,3,2
2022-06-03,35.16339330449494,32.761972282699546,0,44,38,36,11,1,3,2,0
2022-06-04,42.0532326986009,33.655336855256365,0,49,30,28,5,4,1,0,0
2022-06-05,36.40550855126938,6.137949126995589,0,49,26,29,10,4,2,0,0
2022-06-06,34.44368476941726,14.3203971055238,0,44,46,44,15,4,5,5,0
2022-06-07,35.23205350874017,39.24045550358222,0,52,62,42,9,2,9,3,0
2022-06-08,38.51735890280218,49.07564626867544,0,59,44,44,17,5,4,2,2
2022-06-09,36.580863829977304,10.668416009068569,0,67,28,38,14,3,0,1,1
2022-06-10,33.60973965371508,9.04479367493621,0,46,42,37,11,3,5,2,0
2022-06-11,38.45480405157319,4.90038388782289,0,31,35,28,4,3,0,1,0
2022-06-12,35.40814801725146,47.865945614141125,0,35,26,29,12,2,0,1,0
2022-06-13,40.61712322467176,2.3115105444170188,0,42,32,30,12,6,5,1,2
2022-06-14,39.15467940194577,13.00642318039049,0,56,46,43,10,7,5,4,1
2022-06-15,36.221922431500246,4.9807858959307865,0,57,49,40,11,9,2,1,3
2022-06-16,39.79847310642935,4.906914602478483,0,42,34,37,18,6,3,4,2
2022-06-17,37.489881250694665,7.787116207565174,0,43,37,51,12,1,2,3,1
2022-06-18,39.17526822720999,100.79346242285656,0,67,46,54,14,8,2,7,5
2022-06-19,38.55252371937458,0.848020469793503,0,42,28,27,11,2,0,0,0
2022-06-20,36.00143495885763,12.960520789228656,0,47,45,37,15,2,2,2,0
2022-06-21,36.51585884607283,1.2927202275926095,0,59,50,35,9,2,2,4,1
2022-06-22,39.9693782027301,2.5177762086846442,0,56,48,40,14,1,1,3,0
2022-06-23,37.34406021753368,8.685575078017893,0,54,40,36,9,4,5,3,2
2022-06-24,37.30809366358962,10.71434058928875,0,47,40,28,15,2,1,2,1
2022-06-25,36.304520374325435,4.4921181339863105,0,49,24,31,7,6,3,0,0
2022-06-26,39.158904394845,5.706988571651713,0,41,29,29,6,1,3,0,0
2022-06-27,42.531233894831075,1.3647491497106887,0,51,30,40,12,4,3,1,3
2022-06-28,36.36310508676674,5.419278694132793,0,60,47,41,11,5,6,2,2
2022-06-29,38.63607849610354,50.96933733918763,0,72,60,69,17,3,7,4,7
2022-06-30,41.49900465812683,43.42673795242986,0,55,35,39,8,1,4,6,3
2022-07-01,38.599634268951,6.116778490836473,0,63,36,32,15,3,4,0,1
2022-07-02,39.745418691933104,12.689369146917835,0,39,19,27,2,2,0,0,1
2022-07-03,36.79502640830172,36.05190044396394,0,39,26,40,3,1,1,2,0
2022-07-04,39.852922890937734,0.09304532492909495,0,54,31,36,13,5,1,5,1
2022-07-05,38.69584959801726,24.965031493002858,0,61,43,37,16,2,1,1,1
2022-07-06,41.11273987321306,44.45465577423952,0,52,42,35,15,4,1,2,1
2022-07-07,41.58448498029585,1.4365288893951276,0,63,45,49,11,2,2,5,0
2022-07-08,44.454544119829194,2.6411746458329395,0,57,48,42,22,7,8,7,2
2022-07-09,40.497638634656404,48.56564463422741,0,59,37,42,13,4,5,4,0
2022-07-10,40.05015321258329,11.567932842854223,1,45,30,32,6,0,2,2,0
2022-07-11,39.8447324774261,0.21447556064263704,0,47,41,41,10,3,4,1,2
2022-07-12,38.80423257733016,4.468653003327386,0,48,46,52,16,5,4,2,1
2022-07-13,40.23931595284244,8.966018933684314,0,52,42,45,9,9,4,1,2
2022-07-14,39.02049501844495,17.70916302965957,0,57,45,36,14,4,3,3,2
2022-07-15,39.994321329087775,19.816612023505726,0,53,44,49,16,3,3,1,0
2022-07-16,42.33583428973099,80.79580002745574,0,63,48,59,19,9,7,12,4
2022-07-17,37.72791942116492,5.084866280943199,0,43,39,29,5,4,2,2,0
2022-07-18,42.05824053731466,11.590003685863298,0,45,39,39,20,4,2,3,1
2022-07-19,42.44729483739582,11.431786250916984,0,64,49,41,12,3,3,2,0
2022-07-20,39.60860111353877,7.8041839733765395,0,48,50,41,4,3,4,0,2
2022-07-21,35.62978462592267,2.779804818116834,0,65,55,46,16,2,4,7,1
2022-07-22,38.68368097668467,56.88466958517104,0,82,60,67,16,6,8,0,6
2022-07-23,42.516211187301536,28.792241338317883,0,46,30,21,5,2,1,0,0
2022-07-24,39.89644294434176,10.347281736241516,0,52,40,32,9,2,1,1,0
2022-07-25,37.96058549688197,13.866560739208339,0,45,41,34,4,4,3,4,0
2022-07-26,38.963699888625115,3.867210033871915,0,53,47,42,8,8,2,4,2
2022-07-27,41.665594264564746,11.771934413401526,0,48,38,47,12,6,3,3,1
2022-07-28,41.08596724879959,17.810183744656555,0,61,37,38,9,5,2,2,0
2022-07-29,39.51982082145952,10.859262536788842,0,55,37,45,18,3,5,2,1
2022-07-30,39.26625857373253,69.51152632845506,0,56,55,38,16,5,8,4,0
2022-07-31,39.215650288459734,14.175819224783108,0,39,29,34,9,0,0,1,0
2022-08-01,38.15064243787657,6.9537334616052675,0,46,40,45,10,2,7,2,0
2022-08-02,43.21954853478922,22.186149903274593,0,51,47,45,12,2,0,0,0
2022-08-03,39.33453067023124,2.803304645676778,0,54,42,39,14,5,7,3,2
2022-08-04,42.40090605919269,7.2801903921455,0,50,52,48,13,3,3,2,1
2022-08-05,42.99368521485188,6.391729328306545,0,50,41,53,15,5,3,4,2
2022-08-06,41.92919028897006,8.479414449451752,0,46,27,40,8,2,0,2,0
2022-08-07,39.047900014498445,22.8337612960264,0,65,40,47,15,6,4,2,1
2022-08-08,40.694236082996625,9.929758550812343,0,64,40,46,19,6,8,8,0
2022-08-09,39.811090286856476,23.699238893626735,1,50,41,54,9,5,3,3,4
2022-08-10,38.021861798339565,12.88763343740877,0,58,41,45,9,4,3,3,2
2022-08-11,40.4448554798981,6.2798381553078615,0,65,41,50,12,5,4,0,1
2022-08-12,37.40202592400408,24.90929006593629,0,53,34,42,13,8,3,3,1
2022-08-13,42.096540743213744,4.082834109776205,0,47,43,46,16,6,5,3,1
2022-08-14,38.750143235643854,3.8114461694265587,0,49,34,32,12,6,0,1,0
2022-08-15,40.03702479738717,10.53290739675246,1,50,44,39,13,3,2,1,1
2022-08-16,40.15375391296525,4.533800722404356,0,65,36,38,11,2,8,2,5
2022-08-17,39.01900001889631,0.13692860832984835,0,64,58,52,20,8,3,2,1
2022-08-18,40.65700340307226,15.674545632232771,0,68,49,42,14,6,10,3,1
2022-08-19,38.47780412065916,10.733770078008627,1,41,31,27,21,9,3,4,1
2022-08-20,41.1114080578688,8.845808997555574,0,40,17,33,10,3,1,1,0
2022-08-21,36.61527994988629,51.15441104860242,0,56,52,53,12,6,6,5,2
2022-08-22,39.49566638102376,12.701441492336887,0,64,44,52,9,5,5,6,1
2022-08-23,43.05369425871051,29.863942924957932,0,56,50,46,5,3,2,3,3
2022-08-24,37.10538365173101,2.252757506217111,0,42,49,51,11,3,2,3,0
2022-08-25,37.67806808219714,12.631895046512136,0,42,40,51,9,4,4,1,0
2022-08-26,39.98620860666692,30.371985380365622,0,54,45,44,15,3,2,2,3
2022-08-27,39.23973679017412,13.123840558935644,0,32,27,35,5,3,1,3,0
2022-08-28,39.501382238282474,18.98847729531092,0,43,28,28,10,0,0,2,0
2022-08-29,39.69543744738854,6.979267356265125,0,54,44,49,12,6,1,5,2
2022-08-30,39.900864217622654,1.4550912867157788,0,50,33,56,12,4,2,1,1
2022-08-31,40.76262138141072,9.184580056956587,0,65,40,40,14,3,2,4,3
2022-09-01,39.272127887387654,7.525000199527232,0,41,38,49,20,5,6,4,1
2022-09-02,37.87673948494928,30.267881283882307,0,47,32,38,23,3,3,4,1
2022-09-03,39.60868938964455,4.195615335036429,0,43,35,25,5,0,2,3,0
2022-09-04,41.96514438424959,51.048393967604476,0,54,56,46,15,6,6,5,2
2022-09-05,37.7995319704443,47.600694700386576,0,49,40,50,4,2,2,0,2
2022-09-06,36.01277002848487,4.267938579326748,0,60,45,37,16,8,3,1,0
2022-09-07,40.07065988936109,6.416856098182738,0,45,46,42,10,3,6,3,0
2022-09-08,37.50807808576321,33.886526330704676,0,44,31,45,12,6,6,3,0
2022-09-09,33.29354703587736,50.99797345046865,0,69,63,53,18,5,10,6,5
2022-09-10,39.22151162962093,8.789680280810861,0,32,31,29,9,2,0,1,0
2022-09-11,36.34156373657812,5.8069470058286035,0,40,33,26,6,1,1,0,1
2022-09-12,37.11450897625655,11.201194757283067,0,54,46,49,10,3,3,3,3
2022-09-13,37.840729797897644,17.460189621693832,0,51,47,45,17,6,5,4,0
2022-09-14,37.43683546062991,4.792225769348889,0,63,44,41,9,2,1,3,0
2022-09-15,38.351715903147856,20.00400168120323,0,42,47,30,16,5,2,3,0
2022-09-16,35.93676135363047,0.7955910658077231,0,55,45,41,14,6,4,2,2
2022-09-17,37.7068502384875,0.7582639621835641,0,38,23,22,6,1,0,2,0
2022-09-18,36.03247021692302,7.323435537093748,0,28,26,29,10,4,2,2,0
2022-09-19,37.898168094140644,6.542109230498101,0,59,38,32,12,3,4,0,0
2022-09-20,37.51836311398445,5.688919053581528,0,40,47,36,11,4,5,3,3
2022-09-21,34.281968595544086,10.130191344703405,0,48,39,38,13,0,2,2,2
2022-09-22,38.188204864599285,5.801127909748266,0,47,47,45,13,3,5,2,1
2022-09-23,34.805925632696635,3.2026871616449286,0,58,45,38,10,1,3,2,0
2022-09-24,37.35383827560553,5.554428109588248,0,40,30,26,4,1,0,1,0
2022-09-25,36.33046725090445,55.2758651822833,0,68,35,43,7,5,6,5,2
2022-09-26,39.128771738996754,7.942825086561586,0,64,38,45,16,4,2,0,0
2022-09-27,34.86036851687563,8.824046698925953,0,67,34,40,16,2,2,5,0
2022-09-28,34.46199031792213,12.889620062761256,0,54,44,47,8,4,1,2,2
2022-09-29,34.97357892268229,61.42186149915103,0,68,63,55,14,13,1,5,3
2022-09-30,34.25636750541835,4.148190166601623,0,70,54,50,18,4,7,3,2
2022-10-01,36.31147888062274,2.0804290436797093,0,44,33,33,8,2,2,1,0
2022-10-02,31.32644571821141,3.5442982341025697,1,34,23,25,9,1,1,2,0
2022-10-03,32.29782300521224,0.10105802270044377,0,58,48,59,10,6,7,2,3
2022-10-04,32.114397556537156,3.8270257087675685,0,74,47,63,18,9,7,3,4
2022-10-05,35.994174772103364,1.5899210419645589,1,54,39,41,11,9,2,3,0
2022-10-06,37.357129511728516,0.4395832769520413,0,54,44,36,13,2,1,3,1
2022-10-07,33.5681812149647,0.763268318017181,0,75,48,54,22,3,9,5,5
2022-10-08,33.279493860917654,0.6623751948188898,0,49,39,43,14,4,8,1,2
2022-10-09,33.5962274529337,1.5137039782956836,1,43,33,36,5,0,0,1,0
2022-10-10,35.617841427461684,0.10613854081246127,0,52,37,48,10,5,1,1,1
2022-10-11,31.276364140977126,0.3452244707543529,0,44,35,34,15,3,2,0,3
