donation_dates,blood_groups
2024-03-30,O_positive
2024-03-30,A_positive
2024-03-30,O_positive
2024-03-30,B_positive
2024-03-30,O_positive
2024-03-30,A_positive
2024-03-30,B_positive
2024-03-30,B_positive
2024-03-30,A_positive
2024-03-31,O_positive
2024-03-31,O_positive
2024-03-31,A_positive
2024-03-31,A_positive
2024-03-31,O_negative
2024-03-31,O_positive
2024-03-31,A_positive
2024-03-31,O_positive
2024-03-31,O_positive
2024-03-31,O_positive
2024-03-31,B_positive
2024-03-31,A_positive
2024-03-31,A_positive
2024-03-31,A_positive
2024-03-31,A_negative
2024-03-31,A_positive
2024-03-31,B_positive
2024-03-31,A_negative
2024-03-31,A_positive
2024-03-31,A_positive
2024-03-31,A_positive
2024-03-31,A_positive
2024-03-31,O_negative
2024-03-31,B_positive
2024-03-31,O_positive
2024-03-31,B_positive
2024-03-31,O_positive
2024-03-31,O_positive
2024-03-31,O_negative
2024-03-31,B_positive
2024-03-31,O_positive
2024-03-31,O_positive
2024-03-31,A_positive
2024-03-31,O_positive
2024-03-31,O_positive
2024-03-31,AB_positive
2024-03-31,B_positive
2024-03-31,B_positive
2024-03-31,O_positive
2024-03-31,A_positive
2024-03-31,A_positive
2024-03-31,O_positive
2024-03-31,O_positive
2024-04-01,A_negative
2024-04-01,O_negative
2024-04-01,A_negative
2024-04-01,A_positive
2024-04-01,A_positive
2024-04-01,A_positive
2024-04-01,O_positive
2024-04-01,A_positive
2024-04-01,O_positive
2024-04-01,B_positive
2024-04-01,O_positive
2024-04-01,O_positive
2024-04-01,A_positive
2024-04-01,O_positive
2024-04-01,A_positive
2024-04-01,O_positive
2024-04-01,A_positive
2024-04-01,B_positive
2024-04-02,B_positive
2024-04-02,O_positive
2024-04-02,A_positive
2024-04-02,O_negative
2024-04-02,A_positive
2024-04-02,B_positive
2024-04-02,A_positive
2024-04-02,AB_positive
2024-04-02,A_positive
2024-04-02,A_positive
2024-04-02,O_positive
2024-04-02,B_negative
2024-04-02,O_positive
2024-04-02,A_positive
2024-04-02,O_positive
2024-04-02,B_positive
2024-04-02,A_positive
2024-04-02,B_positive
2024-04-02,O_positive
2024-04-02,O_positive
2024-04-02,O_positive
2024-04-02,A_positive
2024-04-02,O_positive
2024-04-02,A_positive
2024-04-02,A_positive
2024-04-02,O_positive
2024-04-02,A_positive
2024-04-02,A_negative
2024-04-02,O_positive
2024-04-02,A_negative
2024-04-02,B_positive
2024-04-02,B_negative
2024-04-02,A_positive
2024-04-03,B_positive
2024-04-03,O_positive
2024-04-03,A_positive
2024-04-03,O_positive
2024-04-03,A_positive
2024-04-03,AB_positive
2024-04-03,O_positive
2024-04-03,O_positive
2024-04-03,B_negative
2024-04-03,A_positive
2024-04-03,O_positive
2024-04-03,O_positive
2024-04-03,O_negative
2024-04-03,O_positive
2024-04-03,O_positive
2024-04-03,O_positive
2024-04-03,B_positive
2024-04-03,O_negative
2024-04-03,A_positive
2024-04-03,A_positive
2024-04-03,B_negative
2024-04-03,B_positive
2024-04-03,A_negative
2024-04-03,A_positive
2024-04-03,A_positive
2024-04-03,AB_positive
2024-04-03,O_negative
2024-04-03,A_positive
2024-04-03,O_negative
2024-04-03,O_positive
2024-04-03,O_positive
2024-04-03,A_positive
2024-04-03,A_positive
2024-04-03,O_positive
2024-04-03,O_positive
2024-04-04,O_positive
2024-04-04,A_positive
2024-04-04,A_negative
2024-04-04,AB_positive
2024-04-04,O_positive
2024-04-04,O_positive
2024-04-04,O_positive
2024-04-04,O_positive
2024-04-04,A_positive
2024-04-04,O_positive
2024-04-04,B_positive
2024-04-04,A_positive
2024-04-04,O_positive
2024-04-04,O_negative
2024-04-04,O_negative
2024-04-04,AB_positive
2024-04-04,A_positive
2024-04-04,O_positive
2024-04-04,A_positive
2024-04-04,O_positive
2024-04-04,B_positive
2024-04-04,O_positive
2024-04-04,A_positive
2024-04-04,A_positive
2024-04-05,A_positive
2024-04-05,A_negative
2024-04-05,A_positive
2024-04-05,O_positive
2024-04-05,A_positive
2024-04-05,A_positive
2024-04-05,A_negative
2024-04-05,A_positive
2024-04-05,O_positive
2024-04-05,B_negative
2024-04-05,A_positive
2024-04-05,O_negative
2024-04-05,O_positive
2024-04-05,O_positive
2024-04-05,AB_negative
2024-04-05,B_negative
2024-04-05,A_positive
2024-04-05,A_positive
2024-04-05,A_positive
2024-04-05,O_positive
2024-04-05,O_negative
2024-04-05,O_positive
2024-04-05,O_positive
2024-04-05,A_positive
2024-04-05,O_positive
2024-04-05,A_positive
2024-04-05,B_positive
2024-04-05,O_positive
2024-04-05,A_positive
2024-04-05,O_positive
2024-04-05,A_positive
2024-04-05,O_negative
2024-04-05,A_positive
2024-04-06,O_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,A_negative
2024-04-06,A_positive
2024-04-06,B_positive
2024-04-06,O_negative
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,O_positive
2024-04-06,O_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,B_positive
2024-04-06,AB_negative
2024-04-06,O_negative
2024-04-06,O_positive
2024-04-06,A_negative
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,O_negative
2024-04-06,O_negative
2024-04-06,B_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,O_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,O_negative
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,A_positive
2024-04-06,O_positive
2024-04-06,A_negative
2024-04-06,A_negative
2024-04-06,O_positive
2024-04-06,O_positive
2024-04-06,B_negative
2024-04-07,A_positive
2024-04-07,AB_positive
2024-04-07,A_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,A_positive
2024-04-07,O_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,B_positive
2024-04-07,O_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,B_positive
2024-04-07,O_positive
2024-04-07,O_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,A_positive
2024-04-07,O_negative
2024-04-07,AB_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,AB_positive
2024-04-07,A_negative
2024-04-07,A_positive
2024-04-07,A_positive
2024-04-07,B_positive
2024-04-07,B_positive
2024-04-07,B_negative
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,A_positive
2024-04-07,A_negative
2024-04-07,A_negative
2024-04-07,O_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,O_positive
2024-04-07,A_negative
2024-04-07,B_positive
2024-04-07,O_positive
2024-04-07,A_positive
2024-04-07,B_positive
2024-04-07,B_positive
2024-04-07,A_negative
2024-04-07,O_negative
2024-04-07,B_negative
2024-04-08,O_positive
2024-04-08,O_positive
2024-04-08,O_negative
2024-04-08,A_positive
2024-04-08,B_positive
2024-04-08,B_positive
2024-04-08,O_positive
2024-04-08,O_positive
2024-04-08,O_positive
2024-04-08,O_negative
2024-04-08,B_negative
2024-04-08,O_positive
2024-04-08,A_positive
2024-04-08,O_positive
2024-04-08,A_positive
2024-04-08,A_positive
2024-04-08,A_positive
2024-04-08,O_negative
2024-04-08,AB_positive
2024-04-08,A_positive
2024-04-08,A_positive
2024-04-08,A_positive
2024-04-08,A_positive
2024-04-08,A_positive
2024-04-08,O_positive
2024-04-08,O_positive
2024-04-08,A_positive
2024-04-08,B_positive
2024-04-08,O_positive
2024-04-08,B_positive
2024-04-08,O_negative
2024-04-08,A_positive
2024-04-08,A_positive
2024-04-08,B_positive
2024-04-08,O_positive
2024-04-08,O_positive
2024-04-08,A_positive
2024-04-08,O_positive
2024-04-08,A_positive
2024-04-09,O_positive
2024-04-09,A_positive
2024-04-09,O_positive
2024-04-09,O_negative
2024-04-09,A_positive
2024-04-09,O_negative
2024-04-09,B_positive
2024-04-09,A_positive
2024-04-09,B_positive
2024-04-09,O_negative
2024-04-09,O_positive
2024-04-09,A_positive
2024-04-09,O_positive
2024-04-09,A_positive
2024-04-09,O_positive
2024-04-09,O_negative
2024-04-09,B_negative
2024-04-09,O_positive
2024-04-09,O_positive
2024-04-09,A_positive
2024-04-09,O_positive
2024-04-09,A_positive
2024-04-09,A_positive
2024-04-09,A_negative
2024-04-09,A_positive
2024-04-09,O_positive
2024-04-09,O_positive
2024-04-09,A_negative
2024-04-09,A_negative
2024-04-10,A_positive
2024-04-10,A_positive
2024-04-10,O_positive
2024-04-10,A_positive
2024-04-10,A_positive
2024-04-10,A_positive
2024-04-10,A_positive
2024-04-10,O_positive
2024-04-10,O_positive
2024-04-10,O_positive
2024-04-10,A_positive
2024-04-10,A_positive
2024-04-10,A_positive
2024-04-10,O_positive
2024-04-10,A_positive
2024-04-10,O_positive
2024-04-10,O_negative
2024-04-10,O_positive
2024-04-10,O_positive
2024-04-10,O_positive
2024-04-10,A_positive
2024-04-10,A_positive
2024-04-10,O_positive
2024-04-10,O_positive
2024-04-10,O_negative
2024-04-10,A_positive
2024-04-10,O_positive
2024-04-10,O_positive
2024-04-10,A_positive
2024-04-10,B_negative
2024-04-10,A_negative
2024-04-10,AB_positive
2024-04-10,O_positive
2024-04-11,A_positive
2024-04-11,AB_positive
2024-04-11,B_positive
2024-04-11,A_positive
2024-04-11,O_positive
2024-04-11,O_positive
2024-04-11,O_positive
2024-04-11,O_positive
2024-04-11,O_positive
2024-04-11,O_positive
2024-04-11,O_positive
2024-04-11,A_positive
2024-04-11,A_positive
2024-04-11,B_negative
2024-04-11,A_positive
2024-04-11,O_negative
2024-04-11,O_positive
2024-04-11,AB_positive
2024-04-11,A_positive
2024-04-11,A_negative
2024-04-11,A_positive
2024-04-11,O_positive
2024-04-11,O_positive
2024-04-11,A_positive
2024-04-11,A_positive
2024-04-11,A_positive
2024-04-12,O_positive
2024-04-12,A_positive
2024-04-12,O_negative
2024-04-12,O_negative
2024-04-12,A_negative
2024-04-12,B_positive
2024-04-12,O_positive
2024-04-12,O_negative
2024-04-12,O_negative
2024-04-12,B_positive
2024-04-12,O_positive
2024-04-12,A_negative
2024-04-12,O_negative
2024-04-12,O_positive
2024-04-12,O_negative
2024-04-12,B_positive
2024-04-12,A_positive
2024-04-12,O_positive
2024-04-12,O_positive
2024-04-12,O_positive
2024-04-12,A_positive
2024-04-12,O_negative
2024-04-12,O_positive
2024-04-12,B_positive
2024-04-12,O_positive
2024-04-12,O_positive
2024-04-12,A_positive
2024-04-12,O_positive
2024-04-12,A_positive
2024-04-12,AB_positive
2024-04-12,B_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,AB_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,A_negative
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,A_positive
2024-04-13,A_positive
2024-04-13,A_negative
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,A_negative
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,B_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,AB_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,A_positive
2024-04-13,A_negative
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,B_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,A_positive
2024-04-13,B_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,O_negative
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,B_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,A_negative
2024-04-13,A_positive
2024-04-13,B_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_negative
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,O_positive
2024-04-13,A_positive
2024-04-13,B_positive
2024-04-13,A_positive
2024-04-13,A_positive
2024-04-13,O_positive
2024-04-13,A_negative
2024-04-13,A_positive
2024-04-13,B_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,A_negative
2024-04-14,A_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,A_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,O_negative
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,AB_positive
2024-04-14,AB_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,B_positive
2024-04-14,O_positive
2024-04-14,B_positive
2024-04-14,B_positive
2024-04-14,O_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,A_negative
2024-04-14,O_positive
2024-04-14,O_negative
2024-04-14,B_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,A_negative
2024-04-14,O_positive
2024-04-14,O_negative
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,A_negative
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,A_negative
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,AB_positive
2024-04-14,A_positive
2024-04-14,B_positive
2024-04-14,A_positive
2024-04-14,A_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,B_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,A_positive
2024-04-14,A_positive
2024-04-14,A_positive
2024-04-14,B_positive
2024-04-14,A_positive
2024-04-14,O_positive
2024-04-14,O_positive
2024-04-14,B_positive
2024-04-15,A_positive
2024-04-15,O_positive
2024-04-15,O_positive
2024-04-15,O_positive
2024-04-15,A_positive
2024-04-15,O_positive
2024-04-15,O_positive
2024-04-15,B_positive
2024-04-15,AB_negative
2024-04-15,A_positive
2024-04-15,A_positive
2024-04-15,A_positive
2024-04-15,B_positive
2024-04-15,O_positive
2024-04-15,AB_positive
2024-04-15,A_positive
2024-04-15,A_positive
2024-04-15,A_positive
2024-04-16,A_positive
2024-04-16,A_positive
2024-04-16,O_positive
2024-04-16,A_negative
2024-04-16,O_negative
2024-04-16,A_positive
2024-04-16,B_positive
2024-04-16,A_positive
2024-04-16,O_positive
2024-04-16,A_positive
2024-04-16,O_positive
2024-04-16,A_positive
2024-04-16,O_positive
2024-04-16,A_negative
2024-04-16,O_positive
2024-04-16,O_positive
2024-04-16,O_positive
2024-04-16,A_negative
2024-04-16,O_positive
2024-04-16,A_positive
2024-04-16,O_positive
2024-04-16,O_positive
2024-04-16,O_positive
2024-04-16,O_positive
2024-04-16,O_positive
2024-04-16,O_negative
2024-04-16,O_positive
2024-04-16,B_negative
2024-04-16,B_positive
2024-04-16,O_negative
2024-04-16,A_positive
2024-04-16,A_positive
2024-04-16,O_negative
2024-04-16,A_negative
2024-04-16,A_positive
2024-04-16,O_positive
2024-04-16,A_positive
2024-04-16,O_positive
2024-04-17,O_positive
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,O_positive
2024-04-17,O_positive
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,A_positive
2024-04-17,A_positive
2024-04-17,A_positive
2024-04-17,A_positive
2024-04-17,A_positive
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,O_positive
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,A_positive
2024-04-17,O_negative
2024-04-17,O_positive
2024-04-17,O_positive
2024-04-17,O_positive
2024-04-17,O_positive
2024-04-17,B_positive
2024-04-17,A_negative
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,B_positive
2024-04-17,A_positive
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,A_positive
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-17,O_negative
2024-04-17,A_positive
2024-04-17,O_positive
2024-04-18,B_positive
2024-04-18,A_positive
2024-04-18,O_positive
2024-04-18,AB_positive
2024-04-18,O_negative
2024-04-18,O_negative
2024-04-18,O_negative
2024-04-18,AB_positive
2024-04-18,B_positive
2024-04-18,A_negative
2024-04-18,A_positive
2024-04-18,A_positive
2024-04-18,O_negative
2024-04-18,A_positive
2024-04-18,O_positive
2024-04-18,AB_positive
2024-04-18,O_negative
2024-04-18,O_negative
2024-04-18,O_positive
2024-04-19,O_negative
2024-04-19,B_positive
2024-04-19,A_positive
2024-04-19,A_positive
2024-04-19,B_positive
2024-04-19,O_negative
2024-04-19,O_negative
2024-04-19,O_positive
2024-04-19,O_positive
2024-04-19,A_positive
2024-04-19,AB_negative
2024-04-19,B_positive
2024-04-19,A_positive
2024-04-19,A_positive
2024-04-19,O_negative
2024-04-19,A_negative
2024-04-19,O_positive
2024-04-19,A_positive
2024-04-19,O_negative
2024-04-19,A_negative
2024-04-19,O_positive
2024-04-19,O_positive
2024-04-19,O_positive
2024-04-19,O_positive
2024-04-19,A_positive
2024-04-19,A_positive
2024-04-19,A_positive
2024-04-19,A_negative
2024-04-19,O_positive
2024-04-19,O_positive
2024-04-19,O_positive
2024-04-19,O_positive
2024-04-19,B_positive
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,A_positive
2024-04-20,A_negative
2024-04-20,A_negative
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,B_negative
2024-04-20,B_negative
2024-04-20,AB_positive
2024-04-20,O_positive
2024-04-20,O_negative
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,B_positive
2024-04-20,A_negative
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,AB_positive
2024-04-20,A_positive
2024-04-20,O_negative
2024-04-20,A_positive
2024-04-20,A_negative
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,B_positive
2024-04-20,O_positive
2024-04-20,B_positive
2024-04-20,B_positive
2024-04-20,A_positive
2024-04-20,B_positive
2024-04-20,A_positive
2024-04-20,B_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,B_positive
2024-04-20,A_negative
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,B_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,O_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,B_positive
2024-04-20,A_positive
2024-04-20,A_positive
2024-04-20,A_positive
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-20,A_negative
2024-04-20,A_positive
2024-04-20,O_negative
2024-04-20,A_positive
2024-04-20,O_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,O_positive
2024-04-21,A_negative
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,B_negative
2024-04-21,B_negative
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,O_positive
2024-04-21,O_negative
2024-04-21,O_negative
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,O_negative
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,A_negative
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,A_positive
2024-04-21,A_negative
2024-04-21,AB_positive
2024-04-21,A_positive
2024-04-21,O_negative
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,A_positive
2024-04-21,AB_positive
2024-04-21,B_positive
2024-04-21,B_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,A_positive
2024-04-21,A_positive
2024-04-21,B_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,A_negative
2024-04-21,O_positive
2024-04-21,A_negative
2024-04-21,B_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,A_negative
2024-04-21,A_negative
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,A_positive
2024-04-21,O_positive
2024-04-21,A_negative
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-21,B_positive
2024-04-21,O_positive
2024-04-21,A_positive
2024-04-21,O_negative
2024-04-21,A_positive
2024-04-21,A_positive
2024-04-21,B_positive
2024-04-21,A_positive
2024-04-21,O_positive
2024-04-21,O_positive
2024-04-22,A_positive
2024-04-22,B_positive
2024-04-22,O_positive
2024-04-22,A_positive
2024-04-22,O_positive
2024-04-22,A_positive
2024-04-22,A_positive
2024-04-22,AB_negative
2024-04-22,O_negative
2024-04-22,A_positive
2024-04-22,A_positive
2024-04-22,O_positive
2024-04-22,A_positive
2024-04-22,A_positive
2024-04-22,A_positive
2024-04-22,O_positive
2024-04-22,AB_negative
2024-04-22,O_positive
2024-04-22,A_positive
2024-04-22,B_negative
2024-04-22,A_positive
2024-04-22,B_positive
2024-04-22,A_positive
2024-04-22,O_negative
2024-04-22,B_negative
2024-04-23,O_positive
2024-04-23,A_positive
2024-04-23,B_negative
2024-04-23,A_negative
2024-04-23,O_positive
2024-04-23,O_positive
2024-04-23,O_positive
2024-04-23,A_positive
2024-04-23,A_positive
2024-04-23,O_positive
2024-04-23,AB_negative
2024-04-23,O_positive
2024-04-23,O_negative
2024-04-23,O_positive
2024-04-23,O_negative
2024-04-23,O_negative
2024-04-23,O_positive
2024-04-23,O_positive
2024-04-23,A_positive
2024-04-23,O_positive
2024-04-23,B_positive
2024-04-23,O_positive
2024-04-23,A_positive
2024-04-23,O_positive
2024-04-23,O_positive
2024-04-23,O_positive
2024-04-23,A_negative
2024-04-24,A_positive
2024-04-24,O_positive
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-24,O_negative
2024-04-24,AB_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,O_positive
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-24,O_negative
2024-04-24,A_positive
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-24,AB_positive
2024-04-24,A_positive
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-24,O_negative
2024-04-24,B_positive
2024-04-24,A_negative
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,A_positive
2024-04-24,O_positive
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-24,O_negative
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-24,O_positive
2024-04-24,A_positive
2024-04-25,O_positive
2024-04-25,B_positive
2024-04-25,A_positive
2024-04-25,A_negative
2024-04-25,A_positive
2024-04-25,O_negative
2024-04-25,O_negative
2024-04-25,A_negative
2024-04-25,A_positive
2024-04-25,O_positive
2024-04-25,B_positive
2024-04-25,O_positive
2024-04-25,O_positive
2024-04-25,O_positive
2024-04-25,O_positive
2024-04-25,O_positive
2024-04-25,A_positive
2024-04-25,A_positive
2024-04-26,A_negative
2024-04-26,A_positive
2024-04-26,A_positive
2024-04-26,O_negative
2024-04-26,O_negative
2024-04-26,A_positive
2024-04-26,A_positive
2024-04-26,B_positive
2024-04-26,B_positive
2024-04-26,O_positive
2024-04-26,O_positive
2024-04-26,A_positive
2024-04-26,A_positive
2024-04-26,A_positive
2024-04-26,B_positive
2024-04-26,O_negative
2024-04-26,A_positive
2024-04-26,B_positive
2024-04-26,O_positive
2024-04-26,O_negative
2024-04-26,O_positive
2024-04-26,O_positive
2024-04-26,O_negative
2024-04-26,O_positive
2024-04-26,A_positive
2024-04-26,O_positive
2024-04-26,O_negative
2024-04-27,O_positive
2024-04-27,B_positive
2024-04-27,O_positive
2024-04-27,A_positive
2024-04-27,B_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,O_positive
2024-04-27,O_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,B_positive
2024-04-27,O_positive
2024-04-27,A_negative
2024-04-27,O_positive
2024-04-27,A_positive
2024-04-27,O_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,O_positive
2024-04-27,O_positive
2024-04-27,O_negative
2024-04-27,O_negative
2024-04-27,B_positive
2024-04-27,A_negative
2024-04-27,O_positive
2024-04-27,A_positive
2024-04-27,B_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,O_positive
2024-04-27,A_positive
2024-04-27,O_positive
2024-04-27,O_positive
2024-04-27,O_positive
2024-04-27,O_positive
2024-04-27,AB_positive
2024-04-27,O_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,A_positive
2024-04-27,O_negative
2024-04-27,A_positive
2024-04-27,B_positive
2024-04-27,O_positive
2024-04-27,O_positive
2024-04-27,O_negative
2024-04-27,A_positive
2024-04-27,O_negative
2024-04-27,O_positive
2024-04-27,O_positive
2024-04-27,B_positive
2024-04-28,A_positive
2024-04-28,AB_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,A_negative
2024-04-28,B_positive
2024-04-28,A_positive
2024-04-28,O_positive
2024-04-28,B_negative
2024-04-28,O_positive
2024-04-28,A_positive
2024-04-28,A_positive
2024-04-28,B_positive
2024-04-28,A_positive
2024-04-28,B_positive
2024-04-28,A_negative
2024-04-28,A_positive
2024-04-28,A_positive
2024-04-28,O_positive
2024-04-28,B_positive
2024-04-28,B_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,A_positive
2024-04-28,B_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,A_negative
2024-04-28,O_negative
2024-04-28,O_positive
2024-04-28,A_positive
2024-04-28,B_positive
2024-04-28,B_positive
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,B_positive
2024-04-28,O_positive
2024-04-28,O_negative
2024-04-28,A_negative
2024-04-28,A_negative
2024-04-28,O_positive
2024-04-28,O_positive
2024-04-28,A_positive
2024-04-28,O_positive
2024-04-28,O_negative
2024-04-28,A_positive
2024-04-29,O_positive
2024-04-29,B_positive
2024-04-29,B_positive
2024-04-29,A_positive
2024-04-29,A_negative
2024-04-29,O_positive
2024-04-29,O_positive
2024-04-29,B_positive
