ds,max_temp_c,rainfall_mm,is_holiday,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2021-12-10,24.18331421395897,1.6027430709272734,0,57,47,40,15,5,4,8,2
2021-12-11,23.98224262653208,0.795269971465506,0,57,45,41,17,5,4,8,2
2021-12-12,24.365739762715165,0.6726254550099111,0,55,43,39,15,4,4,7,2
2021-12-13,23.248209289833937,0.4689680135663399,0,70,54,49,17,6,5,10,2
2021-12-14,21.647331950972376,0.9612960566248179,0,75,55,47,17,6,5,9,3
2021-12-15,23.222918814993026,1.103657467068337,0,72,57,51,19,6,5,9,2
2021-12-16,22.053067565343298,1.2635496873055108,0,70,54,48,18,6,5,10,3
2021-12-17,22.059163209764286,0.514237007997389,0,62,43,44,15,5,4,9,2
2021-12-18,23.05969574343501,1.8973081618059813,0,57,45,40,15,5,4,8,2
2021-12-19,23.599396943528205,0.3395169964142717,0,60,49,39,15,5,4,8,2
2021-12-20,22.272431163065654,1.9313063495328247,0,71,57,46,18,6,5,10,2
2021-12-21,22.45233446181182,0.029712245015007577,0,74,56,45,17,6,5,10,3
2021-12-22,23.740386306809086,0.9622513836336912,0,67,55,46,17,6,5,9,2
2021-12-23,22.17595371627912,0.6667356762331256,0,99,78,66,26,8,7,13,3
2021-12-24,24.436302599721238,0.8982468278605016,0,54,47,40,15,5,4,7,2
2021-12-25,22.30196765839245,1.141329157961578,1,39,29,25,10,3,2,5,1
2021-12-26,19.87998244665782,0.8711783160254181,0,63,42,40,15,5,4,8,2
2021-12-27,22.3008510475739,0.8296937006031899,0,70,54,50,18,6,5,9,3
2021-12-28,21.83793668738451,1.465446830826613,0,70,52,47,17,6,5,9,2
2021-12-29,22.65833147358363,1.3717525501729293,0,74,51,52,17,6,5,9,2
2021-12-30,21.95611816417674,1.6665425640716958,0,75,52,45,18,6,5,10,2
2021-12-31,21.06142197628087,0.4999179624789911,0,59,50,39,14,5,4,8,2
2022-01-01,19.895128537415705,1.2190570195081272,0,63,46,40,16,5,4,8,2
2022-01-02,20.832583835364886,1.1703895707857077,0,58,47,43,16,5,4,8,2
2022-01-03,20.115921522543854,0.7394756217453775,0,77,52,44,19,6,5,9,2
2022-01-04,20.313430249253116,0.9721150838053618,0,80,51,46,18,6,5,10,3
2022-01-05,21.412742143826673,0.6275642866114575,0,75,53,49,19,7,5,10,2
2022-01-06,22.426997282420473,0.2836887952339704,0,67,58,52,19,6,5,10,2
2022-01-07,21.08743221944319,0.42760242132546566,0,60,47,41,16,5,4,8,2
2022-01-08,19.4353034750105,0.21102729280240218,0,63,47,38,15,5,4,8,2
2022-01-09,21.016991234315935,1.3661391503802482,0,60,48,38,17,5,4,8,2
2022-01-10,21.713015686523935,1.321454786218303,0,77,54,52,19,6,5,9,2
2022-01-11,19.853407129376162,1.9012127431597456,0,75,58,48,19,6,5,10,2
2022-01-12,20.278804663454117,1.4593568272944826,0,71,53,47,19,6,5,9,2
2022-01-13,20.379982709087706,0.10409167751226289,0,73,58,52,19,6,5,10,2
2022-01-14,19.53572385667712,1.7684903478579084,0,59,47,43,15,5,4,8,2
2022-01-15,20.927098467553243,1.7253503258914515,0,61,42,43,15,5,4,8,2
2022-01-16,20.118946345068537,0.8866406415453973,0,60,44,39,14,5,4,8,2
2022-01-17,20.62339552745213,1.171726101055843,0,77,51,46,19,6,5,10,2
2022-01-18,19.28324230239808,1.9521566649450377,0,80,58,49,18,6,5,10,3
2022-01-19,19.703060200038284,1.0646087276963325,0,69,55,49,18,6,5,10,3
2022-01-20,20.835605455504364,1.8106436567521795,0,67,50,50,19,6,5,10,3
2022-01-21,19.716026207973684,0.16607751562037287,0,60,47,44,15,5,4,8,2
2022-01-22,21.794395358559264,0.3821037374173657,0,57,45,37,15,5,4,9,2
2022-01-23,19.64931070337842,0.8815098868826357,0,61,43,43,15,5,4,9,2
2022-01-24,20.258095708210185,1.1695136166746094,0,105,81,67,24,9,7,14,4
2022-01-25,20.953419223219168,1.6324557037256004,0,78,55,51,18,6,5,10,2
2022-01-26,18.59283711121663,1.9765242302863737,1,54,39,35,11,4,4,7,2
2022-01-27,18.24372838114565,0.7777029929482329,0,73,54,47,18,6,5,10,2
2022-01-28,18.475177098882526,0.09483127228016985,0,55,42,40,16,5,4,7,2
2022-01-29,21.26267670606528,1.6023430065906497,0,61,43,38,16,5,4,8,2
2022-01-30,19.450456834308646,1.2087614381656162,0,61,49,41,15,5,4,8,2
2022-01-31,22.56569917327142,0.39708571773640333,0,75,54,47,18,6,5,9,2
2022-02-01,19.45139818978697,0.9896569132428403,0,71,55,50,17,6,5,10,3
2022-02-02,20.21130157211548,1.4846204910674488,0,72,50,50,18,6,5,10,3
2022-02-03,21.582919991096087,1.5408235741372875,0,69,52,52,20,6,5,10,2
2022-02-04,22.063913819219604,0.999236823997524,0,54,47,42,17,5,4,8,2
2022-02-05,22.139281482457076,0.6104290602577183,0,58,47,42,15,5,4,7,2
2022-02-06,21.30904127971961,1.947485164076987,0,56,50,44,15,6,4,8,2
2022-02-07,21.1505681018716,1.3267252219129857,0,74,58,48,18,6,5,10,3
2022-02-08,20.74778878168026,0.8164750386925974,0,72,54,46,18,6,5,9,2
2022-02-09,20.965296373450542,0.5609264484093048,0,72,56,49,19,6,5,10,2
2022-02-10,19.670330868614897,1.4622059660071243,0,70,54,46,18,6,5,9,3
2022-02-11,19.44079656485349,0.4843668911875354,0,52,51,46,16,5,4,7,2
2022-02-12,20.295986324073976,0.34341997794737633,0,66,48,44,16,5,4,9,2
2022-02-13,20.172416000926525,1.0596677779241406,0,58,46,45,16,5,4,8,2
2022-02-14,19.935474111949716,0.5799747852882837,0,72,55,49,18,7,5,9,3
2022-02-15,21.13403918153766,1.25781028984723,0,69,58,50,17,6,5,10,2
2022-02-16,21.444740045618975,0.23587734974846697,0,76,56,48,19,6,5,10,2
2022-02-17,20.63244301202042,1.3098822091346431,0,74,58,51,17,6,5,10,2
2022-02-18,22.07896950163631,0.5665930559954044,0,59,41,38,15,5,4,8,2
2022-02-19,19.519938597637243,0.0004858688690254631,0,60,47,36,16,5,4,8,2
2022-02-20,20.530923704928316,0.25387211534835274,0,66,45,39,16,5,4,8,2
2022-02-21,20.07346480223085,1.8672307556701881,0,73,59,46,18,6,5,10,3
2022-02-22,18.992183501073605,1.7347092782307156,0,73,58,52,18,6,5,10,2
2022-02-23,20.847181186130943,0.4672180640724737,0,70,55,52,18,6,5,10,2
2022-02-24,20.881943795094283,1.5567438090909824,0,68,58,46,17,6,5,10,3
2022-02-25,22.593636278646645,1.2171431863479485,0,61,50,43,15,5,4,9,2
2022-02-26,21.790136585121143,1.941809422899739,0,62,46,43,14,5,4,8,2
2022-02-27,20.216896124228363,0.7472113190681182,0,94,74,58,23,8,6,12,3
2022-02-28,23.17952901903822,1.3629212250343425,0,66,55,48,19,6,5,10,2
2022-03-01,22.633394112767323,0.12707144484783717,1,50,39,34,14,4,3,7,2
2022-03-02,22.083926788193338,0.7924946936328119,0,71,57,50,18,7,5,9,2
2022-03-03,21.367331844805385,1.927635322376361,0,73,54,46,17,6,5,10,2
2022-03-04,20.728854499618443,1.077961748900241,0,61,46,41,15,5,4,7,2
2022-03-05,21.413027690904805,0.5757590066696892,0,61,49,39,15,5,4,8,2
2022-03-06,22.973358029630578,0.2405419262572137,0,62,46,42,15,5,4,9,2
2022-03-07,23.870975424187844,1.4070566803630609,0,70,51,48,18,6,5,9,2
2022-03-08,23.633786960704416,1.2897120868594536,0,76,56,48,20,7,5,10,2
2022-03-09,21.708192067505973,0.7478774272075492,0,75,53,48,19,6,5,10,2
2022-03-10,21.18623429787161,1.9018827037316686,0,72,57,53,20,6,5,9,3
2022-03-11,22.55782816212558,0.044405625975700636,0,66,47,40,16,5,4,9,2
2022-03-12,20.761839757471595,0.6074477032636516,0,66,49,39,17,5,4,8,2
2022-03-13,22.968997484544925,1.8421389725991628,0,64,48,42,14,5,4,8,2
2022-03-14,22.61595703074221,0.6418708766388808,0,64,57,49,19,6,5,10,2
2022-03-15,22.417397275314013,0.5045056677103408,0,78,53,46,18,6,5,9,2
2022-03-16,21.410713662216732,1.0684408198624946,0,76,57,53,17,6,5,10,2
2022-03-17,23.643072434333046,1.6476034998410758,0,79,59,48,19,6,5,9,3
2022-03-18,22.722862972008635,0.2062935217567221,0,65,44,40,15,5,4,8,2
2022-03-19,22.21373698186693,1.8860414192914723,0,66,50,41,15,6,4,8,2
2022-03-20,20.641442176368535,1.590145762362328,0,64,45,44,15,5,4,8,2
2022-03-21,23.61816208604759,0.3625005111031039,0,77,53,45,18,6,5,10,3
2022-03-22,25.551784112261068,1.4240159223963254,0,79,56,49,18,6,5,10,2
2022-03-23,25.576490513396607,0.7699174452751143,0,74,57,53,18,6,5,10,2
2022-03-24,23.595636873806093,0.8045893561526374,0,68,57,49,20,6,5,10,2
2022-03-25,23.589785205100213,1.5665801848777328,0,60,44,38,15,5,4,8,2
2022-03-26,24.801756693163846,1.9255696159614644,0,62,47,40,17,5,4,8,2
2022-03-27,23.477261429135513,0.25331174569438786,0,61,44,41,16,5,4,8,2
2022-03-28,24.92174018443647,0.8412604737576388,0,69,52,51,19,7,5,10,2
2022-03-29,25.53192420472919,0.9618832161686071,0,68,53,48,19,6,5,10,2
2022-03-30,26.140223785363265,0.7526236339099952,0,71,53,50,18,6,5,9,2
2022-03-31,24.962090421920276,0.72637824743245,0,76,56,46,19,6,5,10,3
2022-04-01,25.00898784866515,0.10453733512319308,0,66,48,38,16,5,4,8,2
2022-04-02,24.48651470421493,1.3710772411252465,0,64,43,40,14,5,5,8,2
2022-04-03,24.69082622855603,0.8724288342400908,0,64,47,44,16,4,4,8,2
2022-04-04,25.44576518259416,0.3895876052878535,0,73,52,49,19,6,5,9,2
2022-04-05,26.195429480693008,1.6320670046041368,0,68,56,49,18,6,5,10,2
2022-04-06,26.898704734173517,1.6051214963032558,0,72,53,49,18,6,5,10,2
2022-04-07,25.340186986883584,0.9727832561777876,0,72,53,51,18,6,4,10,2
2022-04-08,27.795443140052793,0.5969013222955211,0,60,48,40,14,5,4,8,2
2022-04-09,26.192115177193717,1.2761854515929048,0,61,45,42,14,5,4,8,2
2022-04-10,26.60340370971043,0.5763042715548061,0,63,45,39,14,5,4,9,2
2022-04-11,26.040091703928532,0.47201586064742407,0,76,50,53,19,6,5,9,2
2022-04-12,24.526547493164166,1.4610293080526533,0,102,80,67,24,8,7,14,3
2022-04-13,27.99922106755496,0.0806504794419014,0,97,79,67,25,9,7,14,3
2022-04-14,28.017262321751378,0.18953694206918792,1,52,40,37,13,5,4,7,2
2022-04-15,27.165139491719916,0.013576348047179554,1,41,27,28,10,3,3,6,1
2022-04-16,27.680263057165373,0.3058863729508523,0,65,49,41,14,5,4,8,2
2022-04-17,28.296724087662444,0.13798001742091892,0,59,44,41,16,5,4,8,2
2022-04-18,26.386409144427265,1.9916047355598372,0,75,54,47,17,6,5,9,3
2022-04-19,27.58868022422126,0.5776199399081792,0,74,60,52,19,6,5,10,3
2022-04-20,29.08133323780705,0.29853602533849455,0,73,53,51,18,6,5,9,3
2022-04-21,27.20262237018794,0.4819925159918359,0,76,57,52,18,6,5,10,2
2022-04-22,28.92077021103398,1.8722511430802693,0,59,47,40,15,5,4,8,2
2022-04-23,27.441337746383066,1.0403204460487914,0,59,47,42,15,5,4,8,2
2022-04-24,29.43541300795918,0.7296361926157138,0,61,47,41,15,5,4,8,2
2022-04-25,29.104710530328052,1.7467829158184387,0,71,56,51,18,7,5,10,3
2022-04-26,27.69684391607129,0.7899805410980649,0,75,56,51,19,6,5,10,3
2022-04-27,30.648542682224633,0.6700171399153916,0,71,55,49,19,5,5,10,2
2022-04-28,28.921192306974493,0.4145650450994711,0,74,58,46,18,6,5,10,2
2022-04-29,29.017614001427273,0.755593647818823,0,61,43,44,16,5,4,8,2
2022-04-30,30.200569197230944,0.633368712033852,0,62,48,42,16,5,4,8,2
2022-05-01,31.32077091098706,1.354607918596282,0,90,70,60,23,8,6,12,3
2022-05-02,29.328394297249062,0.5791654093414542,0,72,56,50,19,6,5,9,2
2022-05-03,30.577876522080512,1.1543994928451229,1,53,42,32,13,4,3,7,2
2022-05-04,31.11684076835377,0.1317843300639454,0,74,55,51,18,6,5,10,3
2022-05-05,31.55275359463761,0.3825783133930287,0,73,51,46,18,6,5,10,2
2022-05-06,31.207458529751573,0.8148105432226975,0,66,46,40,16,5,4,8,2
2022-05-07,30.835052609910203,1.8738985078173909,0,58,44,41,16,5,4,7,2
2022-05-08,30.54519750048393,0.7545039714313908,0,61,44,43,17,5,4,8,2
2022-05-09,31.629232089689186,1.3281482423996682,0,68,52,49,19,6,5,10,2
2022-05-10,30.64079242982917,0.5101744448427963,0,74,54,50,17,6,5,10,2
2022-05-11,28.960916614937837,0.25406715194646345,0,70,54,49,18,6,5,10,2
2022-05-12,32.48760480284386,0.11707320016010025,0,72,50,49,20,6,5,10,3
2022-05-13,33.12314997112785,0.6108269970855027,0,60,47,41,15,5,4,9,2
2022-05-14,30.02379522451766,0.31532205359381593,0,92,73,60,23,8,6,12,3
2022-05-15,31.543802246451932,0.3480208960322484,0,60,47,37,15,5,4,8,2
2022-05-16,33.33873583634625,1.5215186167739,1,51,39,34,14,4,4,7,2
2022-05-17,34.94231979851779,0.03167614188974843,0,78,55,49,19,6,5,10,3
2022-05-18,33.0700059542383,1.1156202514708689,0,74,54,48,18,6,5,9,2
2022-05-19,32.48469367569451,0.7589227611869296,0,72,55,48,18,6,5,10,2
2022-05-20,33.1923325548363,1.0130999998170944,0,60,46,40,16,5,3,8,2
2022-05-21,34.911637640911906,1.1256604744292058,0,66,44,39,15,5,4,8,2
2022-05-22,33.0512812497822,0.6267353889145564,0,60,50,40,16,5,4,8,2
2022-05-23,33.05744205578582,0.5902177203685706,0,71,52,48,19,6,5,10,2
2022-05-24,33.5321363698777,1.4668036986698114,0,71,57,49,18,6,5,10,2
2022-05-25,33.218607417864455,1.7425539762423143,0,72,55,50,18,6,5,9,2
2022-05-26,34.45042624149911,0.38516326491705577,0,71,59,48,18,6,5,10,3
2022-05-27,36.10697187587367,0.1952375210702979,0,57,47,39,15,5,4,9,2
2022-05-28,34.95858198214454,1.7955916127840519,0,58,45,38,15,6,4,8,2
2022-05-29,34.53498489903159,0.6997909272947973,0,59,45,46,15,5,5,8,2
2022-05-30,34.64594423268423,1.1026347813256283,0,75,55,47,18,6,5,9,2
2022-05-31,33.52351862982438,0.7190862890400069,0,72,52,48,19,6,5,9,2
2022-06-01,36.11726585080267,16.924584815441342,0,73,53,50,18,6,5,10,2
2022-06-02,35.30221451837019,14.730215465585971,0,77,51,50,18,6,5,10,2
2022-06-03,35.34387321808557,27.185613384259007,0,90,63,59,21,8,5,11,3
2022-06-04,38.86012513075604,27.34833776674976,0,85,65,57,22,7,5,11,3
2022-06-05,36.10675564290369,13.395409116038364,0,59,47,41,15,6,4,8,2
2022-06-06,35.195475819512446,20.37674385036745,0,71,50,49,19,6,5,10,2
2022-06-07,35.65841110494572,28.172689053646604,0,75,55,48,19,7,5,10,2
2022-06-08,37.36891319360543,29.05146247353379,0,73,56,49,19,6,5,10,2
2022-06-09,36.46759341943954,17.72397601055119,0,72,55,51,19,6,5,10,3
2022-06-10,35.04801763203245,16.320620132108168,0,84,63,57,21,7,6,11,3
2022-06-11,37.53557511699798,11.967357898213145,0,59,45,41,15,5,4,9,2
2022-06-12,36.07629210279046,28.97179682976025,0,62,45,43,15,5,4,8,2
2022-06-13,38.74382544845422,8.570357611821684,0,69,53,51,20,6,5,11,2
2022-06-14,38.07463133623112,19.495739401193127,0,76,55,52,20,6,5,10,3
2022-06-15,36.66924432715899,12.063756687965972,0,72,60,45,19,6,5,10,3
2022-06-16,38.517456744694236,11.975207258694915,0,73,53,51,19,6,5,9,2
2022-06-17,37.42202574016726,15.124214684404711,0,104,80,73,27,9,7,15,4
2022-06-18,38.322494552087775,29.969823395391362,0,108,81,70,27,9,7,14,4
2022-06-19,38.0677909020801,6.374157670995552,0,60,44,41,14,5,4,8,2
2022-06-20,36.84779161384851,19.463545455088287,0,89,70,62,22,7,6,12,3
2022-06-21,37.15940867839029,7.064303950881929,0,100,66,62,23,8,6,13,3
2022-06-22,38.939417385148936,8.863020749762974,0,97,71,65,24,8,6,12,3
2022-06-23,37.678835549640226,15.989073544322467,0,71,57,51,18,6,5,10,2
2022-06-24,37.71174212683161,17.761503283661032,0,84,64,55,23,7,6,11,3
2022-06-25,37.25964295367479,11.4698102091131,0,63,44,41,16,5,4,8,2
2022-06-26,38.735305329251545,12.911428271860405,0,88,64,57,21,7,6,11,3
2022-06-27,40.46870897558793,7.174175506398326,0,74,57,47,18,6,5,10,2
2022-06-28,37.43063800102101,12.580494596106263,0,75,55,47,20,6,5,10,2
2022-06-29,38.61185903943079,29.1639609845136,0,75,53,49,18,6,5,10,2
2022-06-30,40.0867841027114,28.617684541812043,0,77,56,50,19,6,5,10,2
2022-07-01,38.679275660196716,13.371957253424625,0,55,45,42,15,5,4,8,2
2022-07-02,39.293046895683375,19.27134840696904,0,112,84,72,27,9,7,14,4
2022-07-03,37.85741993644861,27.739884777773607,0,64,49,42,15,5,4,8,2
2022-07-04,39.424615793730084,5.154595566022417,0,69,49,47,17,6,5,10,2
2022-07-05,38.88299386302181,25.267089258439796,0,71,55,46,17,6,5,9,2
2022-07-06,40.1270098775332,28.709238819722973,0,71,51,48,19,6,5,10,3
2022-07-07,40.3970989287311,7.2831433583389265,0,71,60,51,19,6,5,10,3
2022-07-08,41.864980477810576,9.036192150823027,0,90,67,62,23,7,7,12,3
2022-07-09,39.918005461442824,29.018657569283885,0,87,66,57,21,8,6,11,3
2022-07-10,39.72435689600112,18.438503591008658,1,44,31,27,9,3,3,6,1
2022-07-11,39.65034817584876,5.354915861793092,0,76,53,48,19,6,5,11,2
2022-07-12,39.157398870140845,11.440799969088228,0,71,53,49,18,6,5,9,2
2022-07-13,39.900832109380744,16.24859185672149,0,94,76,62,25,8,6,13,3
2022-07-14,39.315896428583976,22.32272277561919,0,100,74,63,24,8,6,13,3
2022-07-15,39.82586035281816,23.32900945341999,0,88,69,57,22,7,6,12,3
2022-07-16,41.01823675412303,29.885537823136403,0,86,65,55,22,7,6,12,3
2022-07-17,38.734461986444565,12.187779984593975,0,85,63,54,21,7,6,11,3
2022-07-18,40.918361976185615,18.45550254671188,0,73,54,50,18,6,5,9,2
2022-07-19,41.13017977005595,18.333088696490126,0,95,69,62,23,8,6,12,3
2022-07-20,39.72666964052984,15.141131486180937,0,95,70,63,23,8,6,13,3
2022-07-21,37.751639524931264,9.229047346060504,0,74,55,47,17,6,5,10,3
2022-07-22,39.2915029637791,29.436414079596062,0,82,63,61,21,7,6,11,3
2022-07-23,41.21921664074043,26.33292966666465,0,107,83,71,28,9,7,14,4
2022-07-24,39.91931100664064,17.458325707355932,0,59,46,41,16,5,4,8,2
2022-07-25,38.959887729176884,20.081135567100745,0,72,56,48,18,6,5,9,2
2022-07-26,39.46847480985333,10.681526338991556,0,70,59,49,18,6,5,10,2
2022-07-27,40.82497423806019,18.59467675979367,0,72,55,50,19,6,5,10,2
2022-07-28,40.539233680598215,22.374253328036897,0,87,70,58,23,7,6,12,3
2022-07-29,39.75875292062921,17.87917570966472,0,107,83,70,27,9,7,14,3
2022-07-30,39.63308298554721,29.757129264623533,0,110,86,76,27,9,7,14,4
2022-07-31,39.60740843750355,20.283541406193155,0,56,48,44,15,5,4,8,2
2022-08-01,39.07305262237507,14.274342814804227,0,71,54,49,18,6,5,11,3
2022-08-02,41.60417284531978,24.303800690395953,0,74,55,49,17,6,5,10,3
2022-08-03,39.65685113944258,9.26156278954105,0,72,52,53,18,6,5,10,3
2022-08-04,41.1837475383672,14.612895342656664,0,71,56,51,18,7,5,10,2
2022-08-05,41.47236916292943,13.673973759439646,0,85,64,55,21,7,5,11,3
2022-08-06,40.930879390822106,15.795177377694431,0,108,81,70,24,9,7,15,4
2022-08-07,39.4795203272165,24.544495648218156,0,87,71,63,24,8,6,12,3
2022-08-08,40.290505992660016,17.104325804085185,0,91,64,57,21,7,6,12,3
2022-08-09,39.83528589324739,24.85036125664907,1,51,44,38,14,5,3,7,2
2022-08-10,38.92556365906969,19.412222578496646,0,73,57,49,18,6,5,9,2
2022-08-11,40.120496198176504,13.551735866438884,0,91,68,62,24,8,6,12,3
2022-08-12,38.58106571516388,25.24946859208681,0,85,64,57,22,7,6,11,3
2022-08-13,40.908861354752176,10.95724176382729,0,112,87,75,28,9,8,15,4
2022-08-14,39.21476053294224,10.609574494994888,0,77,61,55,19,6,5,11,3
2022-08-15,39.83586514151433,17.612573101370895,1,58,40,35,14,5,4,7,2
2022-08-16,39.87046604141911,11.521231149052223,0,89,70,61,22,8,6,13,3
2022-08-17,39.277904992600384,5.227175873780408,0,108,77,69,26,9,7,14,3
2022-08-18,40.07030960159699,21.20743818247004,0,72,59,49,18,6,5,9,2
2022-08-19,38.95270777728168,17.77734553680995,1,66,49,42,16,5,4,9,2
2022-08-20,40.24011076041156,16.137945362329027,0,83,65,56,22,7,6,12,3
2022-08-21,37.96125963013304,29.174212865457882,0,79,64,53,20,7,6,11,3
2022-08-22,39.369286801477344,19.279979599072842,0,72,55,50,19,6,5,9,2
2022-08-23,41.11476525965222,26.585789444734612,0,90,72,60,23,8,6,12,3
2022-08-24,38.105714976336586,8.486255905129005,0,73,53,45,19,6,5,10,2
2022-08-25,38.355813052722,19.230161578235695,0,72,54,45,18,6,5,10,2
2022-08-26,39.47230075700801,26.699490668272574,0,112,83,68,26,9,7,14,4
2022-08-27,39.060155008234524,19.57764393199745,0,83,63,60,22,8,6,12,3
2022-08-28,39.150752139008915,22.950354453175038,0,62,46,41,15,5,4,9,2
2022-08-29,39.20625031724088,14.301089195305185,0,74,55,50,18,6,5,10,2
2022-08-30,39.26614274906088,7.311237925926665,0,70,53,50,18,6,5,10,2
2022-08-31,39.65292153945449,16.447507378176788,0,75,54,49,18,6,5,10,2
2022-09-01,38.86230923045915,14.861984770971437,0,89,68,60,23,8,6,12,3
2022-09-02,38.11799713956783,26.676504559473685,0,79,65,60,22,7,6,11,3
2022-09-03,38.936115688441824,11.099882558811807,0,63,49,41,15,5,4,8,2
2022-09-04,40.06526244935437,29.1683556883777,0,81,67,59,21,7,6,12,3
2022-09-05,37.93216571682687,28.953452995112404,0,70,53,50,18,6,5,10,2
2022-09-06,36.98729933315552,11.190791076785967,0,97,71,62,23,8,6,13,3
2022-09-07,38.96357922007412,13.701298886933012,0,72,56,48,18,6,5,10,2
2022-09-08,37.62845924971681,27.388893521847127,0,76,58,47,19,6,5,9,3
2022-09-09,35.466216581891395,29.165555522402688,0,111,82,74,27,9,7,15,3
2022-09-10,38.374089952470506,16.0859775709011,0,84,65,57,22,7,6,12,3
2022-09-11,36.87689192253204,13.024926141022446,0,82,61,51,19,6,5,11,3
2022-09-12,37.20504225856072,18.152350331288552,0,71,56,49,20,6,5,10,3
2022-09-13,37.508749467328634,22.19423015914337,0,80,53,49,18,6,5,10,2
2022-09-14,37.24633578085084,11.836862884374495,0,71,55,49,17,6,5,10,3
2022-09-15,37.642264086008815,23.41182936547682,0,76,58,53,19,6,5,10,3
2022-09-16,36.37224772420032,6.291433927866025,0,85,61,57,21,7,6,12,3
2022-09-17,37.19374444031142,6.232362319110411,0,62,46,41,15,5,4,9,2
2022-09-18,36.292016894506936,14.657192628638631,0,83,63,54,21,7,6,11,3
2022-09-19,37.15935761325314,13.836829801518014,0,96,67,63,25,8,6,13,3
2022-09-20,36.9029956299714,12.890830384178807,0,67,55,50,19,6,5,10,2
2022-09-21,35.217407297588686,17.27549406672275,0,74,56,46,19,6,5,10,2
2022-09-22,37.10222274842425,13.01833955778928,0,96,70,68,24,8,6,12,3
2022-09-23,35.341889077810684,9.806447961702299,0,85,61,56,21,7,6,11,3
2022-09-24,36.54578047732439,12.736738727215023,0,52,44,41,16,5,4,8,2
2022-09-25,35.96317993750311,29.372606820255875,0,57,48,39,15,5,4,8,2
2022-09-26,37.290588062201635,15.277835424871215,0,71,59,50,17,6,5,9,3
2022-09-27,35.08383449924749,16.117819421458393,0,92,71,58,23,7,6,12,3
2022-09-28,34.81130711404033,19.413624748778503,0,74,52,53,19,6,5,10,2
2022-09-29,34.99299852857003,29.583519210355664,0,91,71,64,23,8,6,13,3
2022-09-30,34.559547288252624,11.040031910894076,0,93,67,63,23,8,6,11,3
2022-10-01,35.51153697868069,1.2932422673151107,0,58,45,38,15,5,4,8,2
2022-10-02,32.942756326648,1.6600653672561494,1,43,30,28,10,3,3,5,1
2022-10-03,33.35150542435859,0.09854730716554294,0,105,79,71,26,8,7,13,3
2022-10-04,33.18220047811635,1.7048777712837462,0,74,57,50,18,6,5,9,2
2022-10-05,35.04386718012979,1.0968018734838234,1,53,40,33,14,4,3,7,2
2022-10-06,35.64651613914659,0.39462794115211985,0,79,55,47,17,6,5,10,2
2022-10-07,33.67263043350217,0.6345104328994,0,93,69,60,25,8,6,13,3
2022-10-08,33.44831558410766,0.5638591035031215,0,58,47,40,16,5,4,8,2
2022-10-09,33.526175289820515,1.0617180685769516,1,65,51,46,15,5,4,9,2
2022-10-10,34.45596312485349,0.10337135982226364,0,75,52,45,18,6,5,10,2
2022-10-11,32.2037172751677,0.31707231699984706,0,71,55,50,18,6,5,10,2
2022-10-12,33.20549717546969,1.6253860867515648,0,76,52,46,19,6,5,10,2
2022-10-13,33.777504381774584,0.2652079814936221,0,98,73,63,23,8,6,13,3
2022-10-14,33.13774909721992,0.46679253891625394,0,54,45,37,15,5,4,8,2
2022-10-15,32.6598034214081,0.9067412112083146,0,62,46,40,15,6,4,7,2
2022-10-16,33.304102794873266,1.034241776226661,0,60,44,44,15,5,4,9,2
2022-10-17,29.431976861398724,1.5272209592283172,0,75,52,49,18,6,5,9,2
2022-10-18,32.64460421746667,0.8946648533323756,0,76,50,46,19,6,5,10,3
2022-10-19,31.1435901741282,1.5797292420710776,0,74,55,51,17,6,5,9,2
2022-10-20,29.797437232528715,1.236692614090915,0,78,54,51,19,6,5,10,2
2022-10-21,31.969194568723733,0.2261994788476449,0,61,44,41,16,5,4,8,2
2022-10-22,32.66114031968877,0.31266287678567717,0,93,71,65,23,7,6,12,3
2022-10-23,30.97914155658926,0.8740674508995416,0,64,44,42,15,5,4,9,2
2022-10-24,31.89824204537493,0.7937787861780792,1,53,43,37,14,4,4,7,2
2022-10-25,32.38614305032328,1.4870885392745892,0,76,59,47,18,6,4,10,2
2022-10-26,31.91704722724198,1.1614742795947037,0,71,51,50,18,6,5,10,2
2022-10-27,32.0701868594167,0.7762661620044986,0,72,55,49,18,6,5,9,2
2022-10-28,31.00031189334322,0.34152056690077126,0,57,45,42,16,5,4,8,2
2022-10-29,30.16150360778848,0.4536742046509903,0,62,39,39,16,5,4,8,2
2022-10-30,28.31196421921595,1.151002036938118,0,62,43,41,14,5,4,9,2
2022-10-31,29.495753109598727,0.8468776097995849,0,77,57,47,19,6,5,11,2
2022-11-01,28.726531074638505,1.0298550177213441,0,76,59,45,19,6,5,10,2
2022-11-02,31.568809943839884,0.34135487060446734,0,72,57,51,19,6,5,10,2
2022-11-03,29.05024939523303,1.3258125046891316,0,70,56,46,19,6,5,10,2
2022-11-04,29.177837308612492,1.705077481711934,0,62,46,41,15,5,4,9,2
2022-11-05,29.434895304823524,0.5158790135738012,0,65,50,41,16,5,4,8,2
2022-11-06,28.756120671846645,0.9830284516636532,0,93,73,61,23,7,6,12,3
2022-11-07,30.237059071232007,1.9510546580418036,0,76,54,48,20,6,5,10,2
2022-11-08,27.749280508880382,0.6664834811014553,1,53,35,36,14,5,3,7,2
2022-11-09,28.39694159798162,1.1900926898475224,0,72,50,50,18,6,5,9,2
